onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.004	1.0175	S  4	stimulus
2.6562	1.0175	S  4	stimulus
4.5384	n/a	S  1	response
5.3917	1.0175	S  5	stimulus
6.4046	n/a	S  2	response
7.6435	1.0175	S  5	stimulus
8.7569	n/a	S  2	response
10.2123	1.0175	S  5	stimulus
10.8394	n/a	S  3	response
12.4641	1.0175	S  5	stimulus
13.0206	n/a	S  1	response
14.4991	1.0175	S  4	stimulus
15.898	n/a	S  3	response
17.368	1.0175	S  4	stimulus
18.1666	n/a	S  3	response
22.5222	1.0175	S  4	stimulus
23.8389	n/a	S  1	response
24.8407	1.0175	S  4	stimulus
26.0601	n/a	S  2	response
28.0433	1.0175	S  5	stimulus
28.9336	n/a	S  2	response
30.8956	1.0175	S  5	stimulus
31.6112	n/a	S  1	response
33.8313	1.0175	S  4	stimulus
34.8748	n/a	S  1	response
35.9831	1.0175	S  4	stimulus
37.0385	n/a	S  2	response
38.335	1.0175	S  4	stimulus
40.1158	n/a	S  2	response
40.5368	1.0175	S  4	stimulus
42.5045	n/a	S  2	response
42.8053	1.0175	S  5	stimulus
43.7807	n/a	S  2	response
45.4073	1.0175	S  5	stimulus
46.4144	n/a	S  3	response
47.9928	1.0175	S  5	stimulus
48.6755	n/a	S  1	response
53.1786	1.0025	S  4	stimulus
54.1428	n/a	S  2	response
56.116	1.0175	S  5	stimulus
56.7178	n/a	S  1	response
58.3344	1.0175	S  5	stimulus
59.3002	n/a	S  3	response
60.4361	1.0175	S  5	stimulus
61.1725	n/a	S  2	response
62.7046	1.0175	S  5	stimulus
63.685	n/a	S  3	response
64.9898	1.0175	S  4	stimulus
66.4387	n/a	S  1	response
67.4752	1.0175	S  4	stimulus
68.4749	n/a	S  1	response
69.9772	1.0175	S  5	stimulus
70.9759	n/a	S  3	response
72.2624	1.0175	S  5	stimulus
72.9347	n/a	S  1	response
79.5349	1.0175	S  4	stimulus
80.9469	n/a	S  3	response
81.9368	1.0175	S  4	stimulus
83.3455	n/a	S  2	response
84.222	1.0175	S  4	stimulus
85.3592	n/a	S  3	response
86.3738	1.0175	S  4	stimulus
87.6879	n/a	S  1	response
88.8424	1.0175	S  5	stimulus
89.4991	n/a	S  1	response
90.9942	1.0175	S  5	stimulus
91.7016	n/a	S  3	response
93.4128	1.0175	S  4	stimulus
94.8051	n/a	S  3	response
96.0482	1.0175	S  4	stimulus
