onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0114	1.0175	S  5	stimulus
2.1465	1.0175	S  5	stimulus
2.5105	n/a	S  3	response
4.3649	1.0175	S  5	stimulus
5.1041	n/a	S  3	response
7.701	1.0175	S  4	stimulus
8.9015	n/a	S  1	response
9.8861	1.0175	S  4	stimulus
11.0627	n/a	S  3	response
12.7384	1.0175	S  4	stimulus
13.8163	n/a	S  2	response
14.8902	1.0175	S  4	stimulus
15.9938	n/a	S  1	response
18.0594	1.0175	S  5	stimulus
19.1237	n/a	S  2	response
23.0468	1.0175	S  5	stimulus
24.0111	n/a	S  1	response
25.5488	1.0175	S  5	stimulus
26.3672	n/a	S  2	response
27.8841	1.0175	S  4	stimulus
28.7634	n/a	S  1	response
31.0033	1.0175	S  4	stimulus
32.1908	n/a	S  3	response
33.4386	1.0175	S  5	stimulus
34.1882	n/a	S  1	response
36.0407	1.0175	S  5	stimulus
36.7782	n/a	S  3	response
38.3092	1.0175	S  5	stimulus
39.0844	n/a	S  2	response
40.6945	1.0175	S  5	stimulus
41.4518	n/a	S  2	response
42.913	1.0175	S  4	stimulus
43.9355	n/a	S  3	response
45.048	1.0175	S  5	stimulus
46.0155	n/a	S  3	response
48.0838	1.0175	S  5	stimulus
48.7454	n/a	S  2	response
52.8377	1.0175	S  4	stimulus
53.6927	n/a	S  1	response
55.1729	1.0175	S  4	stimulus
56.3714	n/a	S  2	response
57.7417	1.0175	S  4	stimulus
58.7476	n/a	S  1	response
60.3939	1.0175	S  4	stimulus
61.4475	n/a	S  2	response
62.4622	1.0175	S  5	stimulus
63.2249	n/a	S  1	response
64.5306	1.0175	S  4	stimulus
65.6398	n/a	S  1	response
67.9	1.0175	S  4	stimulus
68.9647	n/a	S  2	response
70.402	1.0175	S  4	stimulus
71.4847	n/a	S  3	response
72.9541	1.0175	S  4	stimulus
74.2509	n/a	S  2	response
78.1249	1.0175	S  5	stimulus
79.3745	n/a	S  3	response
80.4769	1.0175	S  5	stimulus
81.4307	n/a	S  2	response
83.2291	1.0175	S  5	stimulus
84.0206	n/a	S  1	response
85.5977	1.0175	S  4	stimulus
86.673	n/a	S  1	response
87.6659	1.0176	S  4	stimulus
89.2092	n/a	S  3	response
89.701	1.0175	S  5	stimulus
90.9491	n/a	S  3	response
91.7527	1.0175	S  5	stimulus
92.8428	n/a	S  3	response
94.4049	1.0175	S  5	stimulus
95.0878	n/a	S  1	response
97.0904	1.0175	S  5	stimulus
97.7802	n/a	S  3	response
100.1262	1.0175	S  4	stimulus
101.3138	n/a	S  2	response
102.5615	1.0175	S  4	stimulus
103.6025	n/a	S  3	response
104.9468	1.0175	S  4	stimulus
106.1075	n/a	S  2	response
107.0985	1.0175	S  5	stimulus
107.8924	n/a	S  1	response
109.3837	n/a	S 10	stimulus
