onset	duration	event_type	trial_type
6.908	n/a	S  4	stimulus
8.415	n/a	S  1	response
8.941	n/a	S  4	stimulus
9.967	n/a	S  2	response
11.008	n/a	S  4	stimulus
12.223	n/a	S  3	response
14.091	n/a	S  5	stimulus
15.303	n/a	S  1	response
16.158	n/a	S  5	stimulus
17.231	n/a	S  2	response
18.224	n/a	S  5	stimulus
19.079	n/a	S  3	response
20.558	n/a	S  5	stimulus
21.511	n/a	S  2	response
23.307	n/a	S  4	stimulus
24.023	n/a	S  3	response
27.641	n/a	S  4	stimulus
28.759	n/a	S  1	response
29.824	n/a	S  4	stimulus
30.631	n/a	S  1	response
31.874	n/a	S  5	stimulus
32.751	n/a	S  3	response
34.657	n/a	S  5	stimulus
35.455	n/a	S  3	response
36.974	n/a	S  4	stimulus
38.094	n/a	S  2	response
39.707	n/a	S  4	stimulus
40.566	n/a	S  2	response
42.14	n/a	S  4	stimulus
43.166	n/a	S  3	response
45.44	n/a	S  4	stimulus
46.718	n/a	S  1	response
47.507	n/a	S  5	stimulus
48.334	n/a	S  2	response
49.74	n/a	S  4	stimulus
50.918	n/a	S  3	response
52.057	n/a	S  4	stimulus
53.014	n/a	S  3	response
56.74	n/a	S  5	stimulus
57.486	n/a	S  1	response
59.09	n/a	S  5	stimulus
60.374	n/a	S  3	response
61.29	n/a	S  5	stimulus
62.022	n/a	S  3	response
63.49	n/a	S  5	stimulus
64.238	n/a	S  1	response
65.606	n/a	S  4	stimulus
66.862	n/a	S  1	response
68.706	n/a	S  5	stimulus
69.438	n/a	S  3	response
70.79	n/a	S  5	stimulus
71.486	n/a	S  1	response
72.923	n/a	S  5	stimulus
73.558	n/a	S  3	response
75.556	n/a	S  5	stimulus
76.23	n/a	S  2	response
81.638	n/a	S  2	response
81.823	n/a	S  4	stimulus
84.323	n/a	S  4	stimulus
85.542	n/a	S  2	response
86.723	n/a	S  4	stimulus
87.47	n/a	S  2	response
88.906	n/a	S  4	stimulus
90.182	n/a	S  3	response
91.106	n/a	S  5	stimulus
92.214	n/a	S  1	response
93.156	n/a	S  4	stimulus
94.094	n/a	S  3	response
95.806	n/a	S  4	stimulus
97.046	n/a	S  1	response
97.922	n/a	S  5	stimulus
98.774	n/a	S  2	response
100.672	n/a	S  4	stimulus
101.734	n/a	S  1	response
102.839	n/a	S  5	stimulus
104.022	n/a	S  1	response
105.072	n/a	S  5	stimulus
105.734	n/a	S  3	response
107.272	n/a	S  5	stimulus
107.998	n/a	S  1	response
109.405	n/a	S  4	stimulus
110.302	n/a	S  2	response
111.939	n/a	S 10	n/a
121.955	n/a	S  5	stimulus
123.206	n/a	S  3	response
127.172	n/a	S  4	stimulus
128.31	n/a	S  1	response
130.105	n/a	S  4	stimulus
130.869	n/a	S  1	response
132.288	n/a	S  4	stimulus
133.501	n/a	S  2	response
134.455	n/a	S  4	stimulus
135.373	n/a	S  3	response
137.071	n/a	S  5	stimulus
137.853	n/a	S  2	response
139.321	n/a	S  4	stimulus
140.221	n/a	S  2	response
141.821	n/a	S  4	stimulus
143.053	n/a	S  3	response
149.061	n/a	S  3	response
149.109	n/a	S  2	response
149.904	n/a	S  5	stimulus
150.877	n/a	S  1	response
152.754	n/a	S  5	stimulus
153.541	n/a	S  2	response
154.971	n/a	S  5	stimulus
155.701	n/a	S  3	response
158.171	n/a	S  5	stimulus
158.805	n/a	S  3	response
162.121	n/a	S  4	stimulus
163.205	n/a	S  2	response
164.371	n/a	S  4	stimulus
165.373	n/a	S  1	response
166.454	n/a	S  4	stimulus
167.653	n/a	S  2	response
171.187	n/a	S  5	stimulus
172.181	n/a	S  1	response
173.587	n/a	S  4	stimulus
174.597	n/a	S  2	response
177.82	n/a	S  5	stimulus
178.485	n/a	S  2	response
181.037	n/a	S  5	stimulus
181.597	n/a	S  2	response
183.37	n/a	S  5	stimulus
184.165	n/a	S  3	response
185.72	n/a	S  5	stimulus
186.309	n/a	S  2	response
189.07	n/a	S  4	stimulus
189.973	n/a	S  3	response
191.77	n/a	S  4	stimulus
192.989	n/a	S  2	response
193.82	n/a	S  4	stimulus
195.429	n/a	S  1	response
196.253	n/a	S  4	stimulus
197.693	n/a	S  3	response
203.72	n/a	S  5	stimulus
204.613	n/a	S  1	response
206.536	n/a	S  5	stimulus
207.181	n/a	S  2	response
209.003	n/a	S  5	stimulus
209.789	n/a	S  1	response
211.269	n/a	S  4	stimulus
212.157	n/a	S  2	response
213.869	n/a	S  5	stimulus
214.693	n/a	S  1	response
216.386	n/a	S  5	stimulus
217.109	n/a	S  2	response
218.803	n/a	S  4	stimulus
219.901	n/a	S  3	response
221.653	n/a	S  4	stimulus
222.972	n/a	S  1	response
227.752	n/a	S  5	stimulus
228.54	n/a	S  2	response
230.036	n/a	S  5	stimulus
230.748	n/a	S  3	response
232.602	n/a	S  5	stimulus
233.252	n/a	S  3	response
235.669	n/a	S  4	stimulus
236.828	n/a	S  1	response
240.435	n/a	S  5	stimulus
241.1	n/a	S  1	response
243.069	n/a	S  5	stimulus
243.788	n/a	S  2	response
245.485	n/a	S  5	stimulus
246.18	n/a	S  1	response
248.302	n/a	S  4	stimulus
249.356	n/a	S  3	response
250.668	n/a	S  4	stimulus
251.972	n/a	S  1	response
252.985	n/a	S 10	n/a
309.867	n/a	S  4	stimulus
310.916	n/a	S  1	response
312.65	n/a	S  4	stimulus
313.876	n/a	S  3	response
315.467	n/a	S  4	stimulus
316.307	n/a	S  1	response
317.9	n/a	S  5	stimulus
318.595	n/a	S  2	response
320.1	n/a	S  5	stimulus
320.731	n/a	S  1	response
322.617	n/a	S  5	stimulus
323.243	n/a	S  2	response
324.983	n/a	S  5	stimulus
325.523	n/a	S  2	response
327.867	n/a	S  4	stimulus
328.763	n/a	S  1	response
331.95	n/a	S  4	stimulus
333.163	n/a	S  3	response
334.066	n/a	S  4	stimulus
335.027	n/a	S  2	response
338.35	n/a	S  5	stimulus
338.987	n/a	S  1	response
340.55	n/a	S  5	stimulus
341.195	n/a	S  3	response
344.283	n/a	S  4	stimulus
345.227	n/a	S  1	response
346.433	n/a	S  4	stimulus
347.211	n/a	S  1	response
348.816	n/a	S  4	stimulus
349.955	n/a	S  3	response
351.366	n/a	S  4	stimulus
352.099	n/a	S  3	response
353.699	n/a	S  5	stimulus
354.291	n/a	S  1	response
355.983	n/a	S  4	stimulus
357.179	n/a	S  1	response
358.416	n/a	S  4	stimulus
359.499	n/a	S  3	response
362.499	n/a	S  5	stimulus
363.171	n/a	S  1	response
365.199	n/a	S  5	stimulus
366.003	n/a	S  2	response
368.349	n/a	S  5	stimulus
369.027	n/a	S  3	response
370.516	n/a	S  5	stimulus
371.163	n/a	S  3	response
372.849	n/a	S  4	stimulus
373.811	n/a	S  3	response
374.982	n/a	S  5	stimulus
375.723	n/a	S  2	response
377.082	n/a	S  5	stimulus
377.731	n/a	S  2	response
379.415	n/a	S  5	stimulus
380.259	n/a	S  1	response
381.649	n/a	S  5	stimulus
382.227	n/a	S  2	response
386.782	n/a	S  4	stimulus
387.707	n/a	S  1	response
388.965	n/a	S  4	stimulus
389.843	n/a	S  3	response
391.165	n/a	S  4	stimulus
391.939	n/a	S  3	response
393.482	n/a	S  4	stimulus
394.667	n/a	S  1	response
395.848	n/a	S  5	stimulus
396.499	n/a	S  3	response
397.932	n/a	S  4	stimulus
398.619	n/a	S  3	response
399.998	n/a	S  4	stimulus
401.059	n/a	S  2	response
402.531	n/a	S  4	stimulus
403.195	n/a	S  3	response
405.148	n/a	S  4	stimulus
405.979	n/a	S  1	response
407.398	n/a	S  5	stimulus
408.155	n/a	S  2	response
410.115	n/a	S  5	stimulus
410.626	n/a	S  3	response
412.748	n/a	S  5	stimulus
413.442	n/a	S  3	response
415.414	n/a	S  4	stimulus
416.162	n/a	S  3	response
418.498	n/a	S 10	n/a
428.514	n/a	S  5	stimulus
429.386	n/a	S  2	response
432.797	n/a	S  4	stimulus
433.73	n/a	S  3	response
435.647	n/a	S  4	stimulus
436.57	n/a	S  1	response
438.264	n/a	S  4	stimulus
439.61	n/a	S  2	response
440.58	n/a	S  5	stimulus
441.25	n/a	S  3	response
442.947	n/a	S  4	stimulus
444.01	n/a	S  3	response
445.03	n/a	S  4	stimulus
446.322	n/a	S  2	response
447.33	n/a	S  4	stimulus
448.634	n/a	S  1	response
454.28	n/a	S  5	stimulus
455.042	n/a	S  1	response
456.63	n/a	S  5	stimulus
457.378	n/a	S  1	response
459.113	n/a	S  5	stimulus
459.802	n/a	S  2	response
461.363	n/a	S  5	stimulus
462.042	n/a	S  3	response
464.88	n/a	S  4	stimulus
