onset	duration	event_type	trial_type
12.271	n/a	S  3	stimulus
15.287	n/a	S 11	n/a
17.304	n/a	S 12	stimulus
18.161	n/a	S  1	response
20.737	n/a	S 12	stimulus
21.761	n/a	S  1	response
24.37	n/a	S 12	stimulus
25.273	n/a	S  1	response
28.42	n/a	S  4	stimulus
31.437	n/a	S 11	n/a
33.454	n/a	S 12	stimulus
35.584	n/a	S  1	response
36.487	n/a	S 12	stimulus
37.336	n/a	S  2	response
40.12	n/a	S 12	stimulus
41.216	n/a	S  2	response
43.57	n/a	S  4	stimulus
46.603	n/a	S 11	n/a
48.62	n/a	S 12	stimulus
51.144	n/a	S  1	response
51.27	n/a	S 12	stimulus
52.064	n/a	S  2	response
54.503	n/a	S 12	stimulus
55.04	n/a	S  2	response
57.67	n/a	S  3	stimulus
60.686	n/a	S 11	n/a
62.703	n/a	S 12	stimulus
63.96	n/a	S  1	response
65.536	n/a	S 12	stimulus
66.864	n/a	S  1	response
68.369	n/a	S 12	stimulus
69.24	n/a	S  2	response
72.136	n/a	S  3	stimulus
75.152	n/a	S 11	n/a
77.169	n/a	S 12	stimulus
77.984	n/a	S  1	response
79.802	n/a	S 12	stimulus
80.784	n/a	S  2	response
82.636	n/a	S 12	stimulus
83.664	n/a	S  1	response
85.986	n/a	S  4	stimulus
89.002	n/a	S 11	n/a
91.019	n/a	S 12	stimulus
92.112	n/a	S  2	response
93.652	n/a	S 12	stimulus
94.536	n/a	S  1	response
97.285	n/a	S 12	stimulus
98.032	n/a	S  2	response
101.152	n/a	S  3	stimulus
104.185	n/a	S 11	n/a
106.202	n/a	S 12	stimulus
107.104	n/a	S  2	response
109.635	n/a	S 12	stimulus
110.383	n/a	S  1	response
112.668	n/a	S 12	stimulus
113.495	n/a	S  2	response
116.418	n/a	S  4	stimulus
119.435	n/a	S 11	n/a
121.451	n/a	S 12	stimulus
122.903	n/a	S  1	response
124.685	n/a	S 12	stimulus
125.935	n/a	S  2	response
127.334	n/a	S 12	stimulus
128.407	n/a	S  1	response
131.601	n/a	S  4	stimulus
134.618	n/a	S 11	n/a
136.634	n/a	S 12	stimulus
137.791	n/a	S  1	response
139.668	n/a	S 12	stimulus
140.863	n/a	S  1	response
142.501	n/a	S 12	stimulus
143.255	n/a	S  2	response
145.951	n/a	S  4	stimulus
148.967	n/a	S 11	n/a
150.984	n/a	S 12	stimulus
152.239	n/a	S  2	response
153.634	n/a	S 12	stimulus
155.063	n/a	S  2	response
156.667	n/a	S 12	stimulus
157.791	n/a	S  2	response
160.934	n/a	S  3	stimulus
163.95	n/a	S 11	n/a
165.967	n/a	S 12	stimulus
166.855	n/a	S  2	response
169.2	n/a	S 12	stimulus
170.351	n/a	S  1	response
172.233	n/a	S 12	stimulus
172.967	n/a	S  1	response
175.783	n/a	S  3	stimulus
178.8	n/a	S 11	n/a
180.816	n/a	S 12	stimulus
181.559	n/a	S  2	response
184.05	n/a	S 12	stimulus
184.823	n/a	S  1	response
186.883	n/a	S 12	stimulus
188.223	n/a	S  1	response
191.25	n/a	S 10	n/a
199.283	n/a	S  3	stimulus
202.299	n/a	S 11	n/a
204.316	n/a	S 12	stimulus
205.486	n/a	S  1	response
207.749	n/a	S 12	stimulus
208.606	n/a	S  2	response
211.382	n/a	S 12	stimulus
212.038	n/a	S  1	response
215.832	n/a	S  3	stimulus
218.849	n/a	S 11	n/a
220.865	n/a	S 12	stimulus
222.486	n/a	S  1	response
223.499	n/a	S 12	stimulus
224.726	n/a	S  1	response
227.149	n/a	S 12	stimulus
228.078	n/a	S  1	response
231.215	n/a	S  3	stimulus
234.248	n/a	S 11	n/a
236.265	n/a	S 12	stimulus
237.926	n/a	S  1	response
239.698	n/a	S 12	stimulus
240.462	n/a	S  1	response
242.932	n/a	S 12	stimulus
244.918	n/a	S  1	response
246.598	n/a	S  3	stimulus
249.615	n/a	S 11	n/a
251.631	n/a	S 12	stimulus
252.846	n/a	S  2	response
254.281	n/a	S 12	stimulus
255.046	n/a	S  2	response
257.115	n/a	S 12	stimulus
258.198	n/a	S  2	response
261.381	n/a	S  4	stimulus
264.398	n/a	S 11	n/a
266.414	n/a	S 12	stimulus
268.51	n/a	S  1	response
269.248	n/a	S 12	stimulus
270.758	n/a	S  1	response
272.681	n/a	S 12	stimulus
274.941	n/a	S  2	response
276.231	n/a	S  3	stimulus
279.247	n/a	S 11	n/a
281.264	n/a	S 12	stimulus
282.101	n/a	S  2	response
283.914	n/a	S 12	stimulus
284.941	n/a	S  1	response
287.547	n/a	S 12	stimulus
288.461	n/a	S  2	response
291.197	n/a	S  4	stimulus
294.214	n/a	S 11	n/a
296.23	n/a	S 12	stimulus
297.133	n/a	S  2	response
299.263	n/a	S 12	stimulus
