onset	duration	event_type	trial_type
14.841	n/a	S  4	stimulus
17.858	n/a	S 11	n/a
19.874	n/a	S 12	stimulus
20.94	n/a	S  2	response
22.524	n/a	S 12	stimulus
23.844	n/a	S  1	response
25.357	n/a	S 12	stimulus
26.148	n/a	S  2	response
29.407	n/a	S  3	stimulus
32.424	n/a	S 11	n/a
34.44	n/a	S 12	stimulus
35.22	n/a	S  1	response
37.89	n/a	S 12	stimulus
38.868	n/a	S  1	response
41.14	n/a	S 12	stimulus
41.852	n/a	S  2	response
45.79	n/a	S  4	stimulus
48.823	n/a	S 11	n/a
50.84	n/a	S 12	stimulus
51.931	n/a	S  1	response
53.473	n/a	S 12	stimulus
55.091	n/a	S  1	response
57.123	n/a	S 12	stimulus
58.299	n/a	S  1	response
61.273	n/a	S  3	stimulus
64.29	n/a	S 11	n/a
66.306	n/a	S 12	stimulus
67.339	n/a	S  1	response
68.94	n/a	S 12	stimulus
69.763	n/a	S  2	response
71.973	n/a	S 12	stimulus
72.915	n/a	S  1	response
75.323	n/a	S  3	stimulus
78.339	n/a	S 11	n/a
80.356	n/a	S 12	stimulus
81.075	n/a	S  1	response
83.789	n/a	S 12	stimulus
84.643	n/a	S  2	response
86.622	n/a	S 12	stimulus
87.371	n/a	S  1	response
90.889	n/a	S  4	stimulus
93.906	n/a	S 11	n/a
95.922	n/a	S 12	stimulus
97.939	n/a	S  2	response
99.556	n/a	S 12	stimulus
101.627	n/a	S  2	response
102.605	n/a	S 12	stimulus
103.235	n/a	S  1	response
103.819	n/a	S  2	response
106.755	n/a	S  3	stimulus
109.789	n/a	S 11	n/a
111.805	n/a	S 12	stimulus
112.603	n/a	S  1	response
114.438	n/a	S 12	stimulus
115.203	n/a	S  1	response
117.672	n/a	S 12	stimulus
118.595	n/a	S  1	response
121.222	n/a	S  4	stimulus
124.238	n/a	S 11	n/a
126.255	n/a	S 12	stimulus
127.315	n/a	S  2	response
129.688	n/a	S 12	stimulus
131.139	n/a	S  1	response
133.321	n/a	S 12	stimulus
133.947	n/a	S  2	response
136.771	n/a	S  3	stimulus
139.788	n/a	S 11	n/a
141.804	n/a	S 12	stimulus
142.738	n/a	S  1	response
144.438	n/a	S 12	stimulus
145.29	n/a	S  1	response
147.288	n/a	S 12	stimulus
147.914	n/a	S  2	response
151.238	n/a	S  3	stimulus
154.254	n/a	S 11	n/a
156.271	n/a	S 12	stimulus
157.018	n/a	S  2	response
159.521	n/a	S 12	stimulus
160.202	n/a	S  1	response
162.754	n/a	S 12	stimulus
163.322	n/a	S  2	response
166.604	n/a	S  4	stimulus
169.62	n/a	S 11	n/a
171.637	n/a	S 12	stimulus
173.01	n/a	S  1	response
174.27	n/a	S 12	stimulus
175.354	n/a	S  1	response
177.104	n/a	S 12	stimulus
177.602	n/a	S  2	response
181.053	n/a	S  3	stimulus
184.07	n/a	S 11	n/a
186.087	n/a	S 12	stimulus
186.962	n/a	S  1	response
189.52	n/a	S 12	stimulus
190.234	n/a	S  1	response
192.753	n/a	S 12	stimulus
193.546	n/a	S  2	response
196.72	n/a	S 10	n/a
204.736	n/a	S  3	stimulus
207.753	n/a	S 11	n/a
209.769	n/a	S 12	stimulus
210.658	n/a	S  1	response
213.203	n/a	S 12	stimulus
213.938	n/a	S  1	response
216.253	n/a	S 12	stimulus
217.114	n/a	S  1	response
220.502	n/a	S  4	stimulus
223.519	n/a	S 11	n/a
225.536	n/a	S 12	stimulus
226.657	n/a	S  2	response
229.169	n/a	S 12	stimulus
230.097	n/a	S  1	response
232.619	n/a	S 12	stimulus
233.777	n/a	S  2	response
235.969	n/a	S  4	stimulus
238.985	n/a	S 11	n/a
241.002	n/a	S 12	stimulus
242.305	n/a	S  1	response
244.052	n/a	S 12	stimulus
244.857	n/a	S  2	response
246.902	n/a	S 12	stimulus
247.993	n/a	S  2	response
251.368	n/a	S  3	stimulus
254.402	n/a	S 11	n/a
256.418	n/a	S 12	stimulus
257.201	n/a	S  1	response
260.051	n/a	S 12	stimulus
260.937	n/a	S  1	response
262.885	n/a	S 12	stimulus
263.537	n/a	S  2	response
267.035	n/a	S  3	stimulus
270.051	n/a	S 11	n/a
272.068	n/a	S 12	stimulus
272.857	n/a	S  1	response
274.701	n/a	S 12	stimulus
275.345	n/a	S  1	response
278.134	n/a	S 12	stimulus
278.977	n/a	S  1	response
281.384	n/a	S  3	stimulus
284.401	n/a	S 11	n/a
286.417	n/a	S 12	stimulus
