onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.011	1.0175	S  4	stimulus
1.0051	n/a	S  2	response
2.096	1.0175	S  4	stimulus
2.775	n/a	S  2	response
4.2978	1.0175	S  4	stimulus
7.6339	1.0175	S  4	stimulus
8.5824	n/a	S  1	response
10.3861	1.0175	S  5	stimulus
10.9173	n/a	S  2	response
12.688	1.0175	S  5	stimulus
13.2235	n/a	S  2	response
15.3401	1.0175	S  5	stimulus
15.8872	n/a	S  1	response
17.5753	1.0175	S  5	stimulus
22.5293	1.0175	S  4	stimulus
23.4245	n/a	S  1	response
25.1481	1.0175	S  4	stimulus
27.5167	1.0175	S  5	stimulus
28.1381	n/a	S  1	response
29.952	1.0175	S  5	stimulus
30.5693	n/a	S  2	response
32.6375	1.0175	S  5	stimulus
33.2054	n/a	S  1	response
35.8902	1.0175	S  4	stimulus
36.8053	n/a	S  1	response
37.9752	1.0175	S  4	stimulus
38.8128	n/a	S  2	response
40.0436	1.0175	S  5	stimulus
40.6453	n/a	S  1	response
42.8959	1.0175	S  5	stimulus
45.1644	1.0175	S  5	stimulus
45.79	n/a	S  2	response
47.583	1.0175	S  5	stimulus
54.3552	1.0175	S  4	stimulus
55.2574	n/a	S  2	response
56.7572	1.0175	S  5	stimulus
57.4035	n/a	S  2	response
59.4093	1.0175	S  5	stimulus
59.9922	n/a	S  1	response
61.5611	1.0175	S  5	stimulus
63.6961	1.0175	S  5	stimulus
66.0314	1.0175	S  4	stimulus
68.4667	1.0175	S  4	stimulus
70.535	1.0175	S  4	stimulus
71.3856	n/a	S  2	response
73.2539	1.0175	S  4	stimulus
77.9411	1.0175	S  5	stimulus
78.5166	n/a	S  1	response
80.1762	1.0175	S  5	stimulus
80.7641	n/a	S  2	response
82.2946	1.0175	S  5	stimulus
83.054	n/a	S  1	response
84.463	1.0175	S  4	stimulus
85.5552	n/a	S  1	response
86.9651	1.0175	S  4	stimulus
87.9626	n/a	S  1	response
89.1502	1.0175	S  4	stimulus
91.3019	1.0175	S  4	stimulus
93.9041	1.0175	S  5	stimulus
94.5212	n/a	S  2	response
97.2067	1.0175	S  5	stimulus
99.8089	1.0175	S  4	stimulus
100.6386	n/a	S  1	response
102.4944	1.0175	S  4	stimulus
104.546	1.0175	S  4	stimulus
105.3959	n/a	S  1	response
106.6144	1.0175	S  5	stimulus
107.1934	n/a	S  1	response
108.7328	0.0002	S 10	stimulus
118.7409	1.0175	S  5	stimulus
123.3113	1.0175	S  5	stimulus
123.8991	n/a	S  1	response
126.1636	1.0175	S  4	stimulus
127.5215	n/a	S  2	response
129.3329	1.0175	S  5	stimulus
129.9528	n/a	S  2	response
132.0184	1.0175	S  4	stimulus
132.8875	n/a	S  2	response
134.1535	1.0175	S  5	stimulus
134.8063	n/a	S  1	response
136.2218	1.0175	S  5	stimulus
136.7762	n/a	S  1	response
138.7239	1.0175	S  5	stimulus
146.9806	1.0175	S  4	stimulus
148.1572	n/a	S  1	response
149.2991	1.0175	S  4	stimulus
150.4271	n/a	S  2	response
151.6677	1.0175	S  4	stimulus
152.4857	n/a	S  2	response
154.4366	1.0175	S  4	stimulus
155.5832	n/a	S  1	response
157.3724	1.0175	S  5	stimulus
157.9556	n/a	S  1	response
159.4908	1.0175	S  5	stimulus
160.0506	n/a	S  1	response
161.6759	1.0175	S  5	stimulus
166.8634	1.0175	S  5	stimulus
167.4166	n/a	S  2	response
169.0152	1.0175	S  4	stimulus
173.7357	1.0175	S  4	stimulus
174.6902	n/a	S  2	response
175.8541	1.0175	S  4	stimulus
176.8176	n/a	S  1	response
178.1893	1.0175	S  4	stimulus
179.015	n/a	S  2	response
180.6413	1.0174	S  5	stimulus
181.2562	n/a	S  2	response
182.9432	1.0175	S  4	stimulus
183.9024	n/a	S  1	response
185.145	1.0175	S  4	stimulus
187.597	1.0175	S  4	stimulus
188.4372	n/a	S  1	response
189.7654	1.0175	S  4	stimulus
197.455	1.0175	S  5	stimulus
199.6568	1.0175	S  5	stimulus
200.2269	n/a	S  2	response
201.6918	1.0175	S  5	stimulus
204.1438	1.0175	S  5	stimulus
204.6731	n/a	S  1	response
207.1962	1.0175	S  4	stimulus
208.1205	n/a	S  2	response
209.5815	1.0175	S  4	stimulus
210.9891	n/a	S  1	response
212.5339	1.0175	S  4	stimulus
215.1861	1.0175	S  5	stimulus
220.1234	1.0175	S  5	stimulus
220.7526	n/a	S  2	response
223.0258	1.0175	S  4	stimulus
223.9362	n/a	S  2	response
225.6112	1.0175	S  4	stimulus
227.7963	1.0175	S  4	stimulus
228.8949	n/a	S  2	response
232.7003	1.0175	S  4	stimulus
235.3024	1.0175	S  5	stimulus
235.9121	n/a	S  2	response
237.4542	1.0175	S  5	stimulus
240.7569	1.0175	S  5	stimulus
243.1088	1.0175	S  5	stimulus
243.7482	n/a	S  2	response
245.1605	n/a	S 10	stimulus
