onset	duration	event_type	trial_type
9.721	n/a	S  4	stimulus
10.929	n/a	S  2	response
12.387	n/a	S  4	stimulus
13.289	n/a	S  1	response
15.121	n/a	S  5	stimulus
15.865	n/a	S  2	response
17.387	n/a	S  5	stimulus
18.145	n/a	S  3	response
19.954	n/a	S  5	stimulus
20.601	n/a	S  3	response
22.204	n/a	S  5	stimulus
22.809	n/a	S  1	response
24.254	n/a	S  4	stimulus
25.153	n/a	S  3	response
27.137	n/a	S  4	stimulus
28.145	n/a	S  1	response
32.287	n/a	S  4	stimulus
33.625	n/a	S  3	response
34.603	n/a	S  4	stimulus
35.769	n/a	S  2	response
37.82	n/a	S  5	stimulus
38.665	n/a	S  2	response
40.67	n/a	S  5	stimulus
41.345	n/a	S  3	response
43.603	n/a	S  4	stimulus
44.713	n/a	S  2	response
45.753	n/a	S  4	stimulus
46.529	n/a	S  1	response
48.103	n/a	S  4	stimulus
48.969	n/a	S  2	response
50.303	n/a	S  4	stimulus
51.337	n/a	S  3	response
52.57	n/a	S  5	stimulus
53.337	n/a	S  3	response
55.17	n/a	S  5	stimulus
55.785	n/a	S  1	response
57.753	n/a	S  5	stimulus
58.321	n/a	S  1	response
62.936	n/a	S  4	stimulus
63.753	n/a	S  1	response
65.903	n/a	S  5	stimulus
66.633	n/a	S  3	response
68.119	n/a	S  5	stimulus
68.753	n/a	S  2	response
70.219	n/a	S  5	stimulus
70.737	n/a	S  1	response
72.486	n/a	S  5	stimulus
73.041	n/a	S  1	response
74.769	n/a	S  4	stimulus
75.577	n/a	S  1	response
77.252	n/a	S  4	stimulus
78.097	n/a	S  3	response
79.752	n/a	S  5	stimulus
80.505	n/a	S  2	response
82.052	n/a	S  5	stimulus
82.577	n/a	S  1	response
89.319	n/a	S  4	stimulus
90.089	n/a	S  1	response
91.719	n/a	S  4	stimulus
92.433	n/a	S  1	response
94.002	n/a	S  4	stimulus
94.824	n/a	S  2	response
96.152	n/a	S  4	stimulus
96.984	n/a	S  3	response
98.635	n/a	S  5	stimulus
99.288	n/a	S  2	response
100.785	n/a	S  5	stimulus
