onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.004	3.0192	S  3	stimulus
3.0233	2.0183	S 11	stimulus
5.0416	1.8181	S 12	stimulus
5.946	n/a	S  1	response
7.8772	1.8181	S 12	stimulus
8.7433	n/a	S  2	response
11.3133	1.8181	S 12	stimulus
12.4733	n/a	S  1	response
15.0663	3.0191	S  4	stimulus
18.0854	2.0183	S 11	stimulus
20.1037	1.8181	S 12	stimulus
21.2742	n/a	S  1	response
23.1395	1.8181	S 12	stimulus
24.5353	n/a	S  2	response
26.7758	1.8181	S 12	stimulus
28.6515	n/a	S  1	response
30.6289	3.0191	S  3	stimulus
33.648	2.0183	S 11	stimulus
35.6663	1.8181	S 12	stimulus
36.6599	n/a	S  1	response
38.3017	1.8181	S 12	stimulus
39.1761	n/a	S  1	response
41.938	1.8181	S 12	stimulus
43.3947	n/a	S  1	response
45.1906	3.0191	S  4	stimulus
48.2098	2.0183	S 11	stimulus
50.228	1.8181	S 12	stimulus
51.5843	n/a	S  2	response
53.2638	1.8181	S 12	stimulus
54.9218	n/a	S  1	response
56.4998	1.8181	S 12	stimulus
57.6517	n/a	S  2	response
60.8533	3.0191	S  3	stimulus
63.8724	2.0183	S 11	stimulus
65.8907	1.8181	S 12	stimulus
67.3988	n/a	S  2	response
68.9265	1.8181	S 12	stimulus
69.7063	n/a	S  2	response
72.3626	1.8181	S 12	stimulus
73.3537	n/a	S  2	response
76.4159	3.0191	S  4	stimulus
79.435	2.0183	S 11	stimulus
81.4533	1.8181	S 12	stimulus
83.3182	n/a	S  1	response
84.6892	1.8181	S 12	stimulus
86.0244	n/a	S  2	response
88.3255	1.8181	S 12	stimulus
90.3681	n/a	S  2	response
91.6782	3.0191	S  3	stimulus
94.6973	2.0183	S 11	stimulus
96.7156	1.8181	S 12	stimulus
98.4678	n/a	S  1	response
99.7514	1.8181	S 12	stimulus
101.1614	n/a	S  1	response
103.4043	1.8181	S 12	stimulus
104.1112	n/a	S  2	response
107.5577	3.0191	S  4	stimulus
110.5768	2.0183	S 11	stimulus
112.5951	1.8181	S 12	stimulus
114.1385	n/a	S  1	response
