onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0171	3.0191	S  3	stimulus
3.0362	2.0183	S 11	stimulus
5.0545	1.8181	S 12	stimulus
6.1265	n/a	S  1	response
8.4906	1.8181	S 12	stimulus
9.6017	n/a	S  1	response
11.9268	1.8181	S 12	stimulus
12.8926	n/a	S  1	response
15.5797	3.0191	S  3	stimulus
18.5989	2.0183	S 11	stimulus
20.6172	1.8181	S 12	stimulus
21.5386	n/a	S  2	response
23.2527	1.8181	S 12	stimulus
24.4561	n/a	S  1	response
26.0883	1.8181	S 12	stimulus
27.2835	n/a	S  2	response
29.6412	3.0024	S  3	stimulus
32.6603	2.0183	S 11	stimulus
34.6786	1.8182	S 12	stimulus
35.6694	n/a	S  1	response
37.9146	1.8181	S 12	stimulus
38.8181	n/a	S  1	response
40.7502	1.8181	S 12	stimulus
41.8718	n/a	S  1	response
44.5033	3.0191	S  3	stimulus
47.5224	2.0183	S 11	stimulus
49.5407	1.8182	S 12	stimulus
50.8128	n/a	S  2	response
52.3763	1.8182	S 12	stimulus
53.2902	n/a	S  2	response
55.212	1.8181	S 12	stimulus
56.1089	n/a	S  2	response
59.2653	3.0191	S  4	stimulus
62.2844	2.0183	S 11	stimulus
64.3027	1.8181	S 12	stimulus
65.8061	n/a	S  2	response
67.939	1.8181	S 12	stimulus
69.0835	n/a	S  2	response
70.9914	1.8182	S 12	stimulus
72.0022	n/a	S  2	response
75.4451	3.0191	S  3	stimulus
78.4642	2.0183	S 11	stimulus
80.4825	1.8181	S 12	stimulus
81.4456	n/a	S  1	response
83.535	1.8181	S 12	stimulus
84.6006	n/a	S  2	response
86.9712	1.8181	S 12	stimulus
87.9592	n/a	S  2	response
90.9244	3.0191	S  4	stimulus
93.9435	2.0183	S 11	stimulus
95.9618	1.8181	S 12	stimulus
96.9689	n/a	S  2	response
99.3979	1.8181	S 12	stimulus
100.2838	n/a	S  2	response
102.0334	1.8181	S 12	stimulus
102.9288	n/a	S  1	response
105.8865	3.0191	S  3	stimulus
108.9057	2.0183	S 11	stimulus
110.924	1.8181	S 12	stimulus
112.2985	n/a	S  1	response
113.5595	1.8181	S 12	stimulus
114.6547	n/a	S  1	response
116.7954	1.8182	S 12	stimulus
117.5909	n/a	S  2	response
120.6486	3.0191	S  4	stimulus
123.6677	2.0183	S 11	stimulus
125.686	1.8181	S 12	stimulus
127.2793	n/a	S  2	response
128.9219	1.8182	S 12	stimulus
130.1755	n/a	S  1	response
132.3581	1.8181	S 12	stimulus
133.8766	n/a	S  1	response
137.0119	3.0191	S  4	stimulus
140.031	2.0183	S 11	stimulus
142.0493	1.8182	S 12	stimulus
143.7051	n/a	S  2	response
144.8849	1.8181	S 12	stimulus
146.0275	n/a	S  1	response
148.5212	1.8182	S 12	stimulus
149.4687	n/a	S  2	response
152.4744	3.0191	S  4	stimulus
155.4936	2.0183	S 11	stimulus
157.5119	1.8181	S 12	stimulus
158.7122	n/a	S  2	response
160.164	1.8182	S 12	stimulus
161.2996	n/a	S  2	response
163.8003	1.8181	S 12	stimulus
164.5507	n/a	S  1	response
167.5534	3.0191	S  4	stimulus
170.5725	2.0183	S 11	stimulus
172.5908	1.8181	S 12	stimulus
173.9055	n/a	S  1	response
175.6266	1.8182	S 12	stimulus
177.0904	n/a	S  2	response
178.8626	1.8181	S 12	stimulus
180.474	n/a	S  2	response
183.2161	10.0082	S 10	stimulus
193.2243	3.0191	S  4	stimulus
196.2434	2.0183	S 11	stimulus
198.2617	1.8181	S 12	stimulus
199.2035	n/a	S  2	response
201.4977	1.8181	S 12	stimulus
202.3384	n/a	S  2	response
205.134	1.8181	S 12	stimulus
206.5408	n/a	S  1	response
208.5868	3.0191	S  4	stimulus
211.6059	2.0183	S 11	stimulus
213.6242	1.8181	S 12	stimulus
215.6943	n/a	S  1	response
217.0603	1.8182	S 12	stimulus
217.9954	n/a	S  1	response
220.2963	1.8181	S 12	stimulus
222.1304	n/a	S  2	response
224.3496	3.0191	S  4	stimulus
227.3687	2.0183	S 11	stimulus
229.387	1.8181	S 12	stimulus
230.7964	n/a	S  1	response
232.8232	1.8181	S 12	stimulus
233.4975	n/a	S  2	response
236.0591	1.8182	S 12	stimulus
237.4436	n/a	S  2	response
239.4118	3.0191	S  4	stimulus
242.431	2.0183	S 11	stimulus
244.4493	1.8181	S 12	stimulus
245.3134	n/a	S  2	response
247.8854	1.8181	S 12	stimulus
248.9958	n/a	S  1	response
251.5217	1.8181	S 12	stimulus
252.9432	n/a	S  2	response
255.8752	3.0191	S  4	stimulus
258.8944	2.0183	S 11	stimulus
260.9127	1.8181	S 12	stimulus
261.9317	n/a	S  2	response
264.1486	1.8182	S 12	stimulus
265.5454	n/a	S  2	response
267.7849	1.8182	S 12	stimulus
269.0615	n/a	S  1	response
272.4387	3.0191	S  3	stimulus
275.4578	2.0183	S 11	stimulus
277.4761	1.8181	S 12	stimulus
278.64	n/a	S  1	response
280.9123	1.8182	S 12	stimulus
281.6874	n/a	S  2	response
283.5477	1.8181	S 12	stimulus
284.5911	n/a	S  1	response
286.8004	3.0191	S  3	stimulus
289.8195	2.0183	S 11	stimulus
291.8378	1.8181	S 12	stimulus
292.8833	n/a	S  1	response
295.4741	1.8181	S 12	stimulus
296.2595	n/a	S  1	response
298.3098	1.8181	S 12	stimulus
299.1581	n/a	S  2	response
301.4623	3.0191	S  3	stimulus
304.4815	2.0183	S 11	stimulus
306.4998	1.8181	S 12	stimulus
307.4566	n/a	S  2	response
309.9359	1.8181	S 12	stimulus
310.979	n/a	S  2	response
312.7715	1.8182	S 12	stimulus
313.729	n/a	S  2	response
316.3244	3.0191	S  3	stimulus
319.3435	2.0183	S 11	stimulus
321.3618	1.8181	S 12	stimulus
322.3412	n/a	S  1	response
324.5978	1.8182	S 12	stimulus
325.5286	n/a	S  1	response
327.6336	1.8182	S 12	stimulus
328.6048	n/a	S  1	response
330.9863	3.0191	S  3	stimulus
334.0055	2.0183	S 11	stimulus
336.0238	1.8181	S 12	stimulus
337.0196	n/a	S  2	response
339.4599	1.8181	S 12	stimulus
340.4844	n/a	S  2	response
342.0954	1.8181	S 12	stimulus
343.2731	n/a	S  1	response
345.7484	3.0191	S  3	stimulus
348.7675	2.0183	S 11	stimulus
350.7858	1.8181	S 12	stimulus
351.6954	n/a	S  1	response
353.4213	1.8181	S 12	stimulus
354.7641	n/a	S  1	response
356.2569	1.8182	S 12	stimulus
357.4702	n/a	S  2	response
360.4103	3.0191	S  4	stimulus
363.4294	2.0183	S 11	stimulus
365.4477	1.8181	S 12	stimulus
367.2012	n/a	S  1	response
368.4835	1.8181	S 12	stimulus
369.2786	n/a	S  2	response
371.7195	1.8182	S 12	stimulus
372.7585	n/a	S  1	response
375.1723	10.0082	S 10	stimulus
