onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0075	1.0175	S  4	stimulus
1.7198	n/a	S  3	response
2.8598	1.0175	S  4	stimulus
3.7785	n/a	S  3	response
5.1951	1.0175	S  4	stimulus
6.6822	n/a	S  2	response
8.2642	1.0175	S  5	stimulus
9.1985	n/a	S  2	response
10.6995	1.0175	S  5	stimulus
11.3809	n/a	S  2	response
13.5852	1.0175	S  5	stimulus
14.5296	n/a	S  1	response
15.7203	1.0175	S  5	stimulus
16.5569	n/a	S  3	response
17.9054	1.0175	S  4	stimulus
19.0919	n/a	S  1	response
22.776	1.0175	S  4	stimulus
24.0192	n/a	S  2	response
25.8452	1.0175	S  4	stimulus
27.5904	n/a	S  3	response
28.5808	1.0175	S  5	stimulus
29.2954	n/a	S  1	response
30.6658	1.0175	S  5	stimulus
31.4415	n/a	S  3	response
33.0844	1.0175	S  4	stimulus
34.0052	n/a	S  2	response
35.1194	1.0175	S  4	stimulus
35.9776	n/a	S  3	response
37.3379	1.0175	S  4	stimulus
38.2276	n/a	S  1	response
39.5063	1.0175	S  4	stimulus
40.4275	n/a	S  2	response
42.025	1.0175	S  5	stimulus
42.7962	n/a	S  1	response
44.9774	1.0175	S  4	stimulus
46.206	n/a	S  2	response
47.0124	1.0175	S  4	stimulus
47.8311	n/a	S  1	response
52.0665	1.0175	S  5	stimulus
52.9172	n/a	S  1	response
54.2016	1.0175	S  5	stimulus
55.0809	n/a	S  2	response
56.9371	1.0176	S  5	stimulus
59.7061	1.0175	S  5	stimulus
60.6319	n/a	S  2	response
62.1748	1.0175	S  4	stimulus
63.0257	n/a	S  1	response
64.4433	1.0175	S  5	stimulus
65.1344	n/a	S  2	response
67.0621	1.0175	S  5	stimulus
67.743	n/a	S  1	response
69.3806	1.0175	S  5	stimulus
71.8159	1.0175	S  5	stimulus
72.4616	n/a	S  2	response
76.3363	1.0175	S  4	stimulus
77.3465	n/a	S  1	response
79.0718	1.0175	S  4	stimulus
80.3101	n/a	S  1	response
81.2069	1.0175	S  4	stimulus
82.4114	n/a	S  2	response
83.342	1.0175	S  4	stimulus
84.45	n/a	S  3	response
85.6439	1.0175	S  5	stimulus
86.5462	n/a	S  2	response
87.6955	1.0175	S  4	stimulus
88.7062	n/a	S  1	response
89.8473	1.0175	S  4	stimulus
91.0148	n/a	S  3	response
92.4494	1.0175	S  4	stimulus
93.6172	n/a	S  2	response
94.5177	1.0175	S  4	stimulus
95.9397	n/a	S  2	response
97.5536	1.0175	S  5	stimulus
98.5696	n/a	S  3	response
99.9221	1.0175	S  5	stimulus
100.8921	n/a	S  3	response
102.2574	1.0175	S  5	stimulus
103.1595	n/a	S  2	response
104.4425	1.0175	S  5	stimulus
105.1321	n/a	S  2	response
106.711	n/a	S 10	stimulus
116.7191	1.0175	S  4	stimulus
118.6928	n/a	S  3	response
122.4738	1.0175	S  4	stimulus
123.6639	n/a	S  1	response
124.8591	1.0175	S  4	stimulus
125.8663	n/a	S  1	response
126.9608	1.0175	S  4	stimulus
127.95	n/a	S  2	response
129.7131	1.0175	S  5	stimulus
130.51	n/a	S  1	response
132.6988	1.0175	S  4	stimulus
133.7423	n/a	S  2	response
134.7672	1.0175	S  4	stimulus
135.841	n/a	S  3	response
136.8522	1.0175	S  4	stimulus
137.7647	n/a	S  2	response
144.375	1.0175	S  5	stimulus
145.3945	n/a	S  2	response
147.4441	1.0175	S  5	stimulus
148.177	n/a	S  2	response
149.6126	1.0175	S  5	stimulus
152.2314	1.0175	S  5	stimulus
152.8806	n/a	S  3	response
155.1838	1.0175	S  4	stimulus
156.1879	n/a	S  2	response
157.2521	1.0175	S  4	stimulus
158.0916	n/a	S  1	response
159.6874	1.0175	S  4	stimulus
160.4829	n/a	S  1	response
164.8417	1.0175	S  5	stimulus
165.6878	n/a	S  2	response
167.2436	1.0175	S  4	stimulus
168.3163	n/a	S  3	response
