onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.016	1.0175	S  4	stimulus
1.4565	n/a	S  3	response
2.051	1.0175	S  4	stimulus
2.6927	n/a	S  1	response
4.1861	1.0175	S  4	stimulus
5.0752	n/a	S  3	response
7.4387	1.0175	S  5	stimulus
8.4575	n/a	S  3	response
9.7239	1.0175	S  5	stimulus
10.4249	n/a	S  3	response
11.8423	1.0175	S  5	stimulus
12.5138	n/a	S  2	response
14.3276	1.0175	S  5	stimulus
14.9874	n/a	S  1	response
16.3626	1.0175	S  4	stimulus
17.4223	n/a	S  1	response
21.8504	1.0175	S  4	stimulus
23.2371	n/a	S  2	response
24.7194	1.0175	S  4	stimulus
25.4058	n/a	S  2	response
27.3382	1.0175	S  5	stimulus
27.9333	n/a	S  1	response
29.5901	1.0175	S  5	stimulus
30.2869	n/a	S  3	response
31.7919	1.0175	S  4	stimulus
32.7093	n/a	S  1	response
34.5608	1.0175	S  4	stimulus
35.6055	n/a	S  3	response
37.4631	1.0175	S  4	stimulus
38.438	n/a	S  2	response
39.8151	1.0175	S  4	stimulus
40.7391	n/a	S  1	response
41.9334	1.0174	S  5	stimulus
42.774	n/a	S  3	response
44.1019	1.0175	S  4	stimulus
45.264	n/a	S  2	response
46.4038	1.0175	S  4	stimulus
47.1427	n/a	S  2	response
50.7406	1.0175	S  5	stimulus
51.9288	n/a	S  2	response
53.2093	1.0175	S  5	stimulus
54.1324	n/a	S  3	response
56.2784	1.0175	S  5	stimulus
56.8974	n/a	S  1	response
58.9139	1.0175	S  5	stimulus
59.8336	n/a	S  2	response
60.9656	1.0175	S  4	stimulus
61.7536	n/a	S  1	response
63.3675	1.0175	S  5	stimulus
63.9673	n/a	S  3	response
65.6194	1.0175	S  5	stimulus
66.276	n/a	S  1	response
67.6877	1.0175	S  5	stimulus
68.3333	n/a	S  2	response
69.7227	1.0175	S  5	stimulus
70.4133	n/a	S  1	response
74.5266	1.0175	S  4	stimulus
75.4368	n/a	S  2	response
77.6959	1.0175	S  4	stimulus
78.6456	n/a	S  3	response
80.0144	1.0175	S  4	stimulus
81.0255	n/a	S  1	response
82.0661	1.0175	S  5	stimulus
82.8654	n/a	S  3	response
84.5848	1.0175	S  4	stimulus
85.4542	n/a	S  2	response
86.6698	1.0175	S  4	stimulus
87.3766	n/a	S  2	response
88.8883	1.0175	S  4	stimulus
89.8027	n/a	S  1	response
91.6239	1.0175	S  4	stimulus
92.4989	n/a	S  3	response
94.5596	1.0175	S  5	stimulus
95.4601	n/a	S  1	response
96.6446	1.0175	S  5	stimulus
97.3574	n/a	S  2	response
99.2968	1.0175	S  5	stimulus
100.0636	n/a	S  3	response
101.4652	1.0175	S  4	stimulus
102.3049	n/a	S  1	response
103.5502	1.0175	S  5	stimulus
104.5986	n/a	S  1	response
105.9022	n/a	S 10	stimulus
115.9103	1.0175	S  5	stimulus
116.7658	n/a	S  3	response
121.8151	1.0175	S  4	stimulus
122.648	n/a	S  1	response
