onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.1459	3.0191	S  4	stimulus
3.165	2.0183	S 11	stimulus
5.1834	1.8181	S 12	stimulus
5.9884	n/a	S  2	response
7.8188	1.8181	S 12	stimulus
8.837	n/a	S  1	response
11.4551	1.8182	S 12	stimulus
12.472	n/a	S  1	response
15.008	3.0191	S  4	stimulus
18.0271	2.0183	S 11	stimulus
20.0454	1.8181	S 12	stimulus
21.0005	n/a	S  1	response
23.4816	1.8182	S 12	stimulus
24.3404	n/a	S  1	response
27.1179	1.8182	S 12	stimulus
28.1004	n/a	S  1	response
30.5707	3.0191	S  4	stimulus
33.5898	2.0183	S 11	stimulus
35.6081	1.8181	S 12	stimulus
36.7525	n/a	S  1	response
38.4437	1.8182	S 12	stimulus
39.1975	n/a	S  2	response
41.2794	1.8182	S 12	stimulus
42.3274	n/a	S  2	response
45.5329	3.0191	S  3	stimulus
48.552	2.0183	S 11	stimulus
50.5703	1.8182	S 12	stimulus
51.4971	n/a	S  1	response
53.8062	1.8181	S 12	stimulus
54.6895	n/a	S  2	response
56.842	1.8182	S 12	stimulus
57.6394	n/a	S  1	response
60.495	3.0191	S  3	stimulus
63.5141	2.0183	S 11	stimulus
65.5325	1.8181	S 12	stimulus
66.6029	n/a	S  1	response
68.9686	1.8182	S 12	stimulus
70.1866	n/a	S  1	response
72.4047	1.8182	S 12	stimulus
73.2465	n/a	S  2	response
76.1578	3.0191	S  4	stimulus
79.1769	2.0183	S 11	stimulus
81.1952	1.8181	S 12	stimulus
82.1987	n/a	S  1	response
83.8307	1.8181	S 12	stimulus
84.6837	n/a	S  1	response
86.4661	1.8183	S 12	stimulus
87.2461	n/a	S  1	response
90.3193	3.0191	S  3	stimulus
93.3384	2.0183	S 11	stimulus
95.3567	1.8181	S 12	stimulus
96.0583	n/a	S  1	response
98.1924	1.8181	S 12	stimulus
98.8658	n/a	S  1	response
100.8278	1.8181	S 12	stimulus
101.8944	n/a	S  1	response
105.3815	3.0191	S  4	stimulus
108.4007	2.0183	S 11	stimulus
110.419	1.8182	S 12	stimulus
111.5829	n/a	S  2	response
113.8551	1.8182	S 12	stimulus
114.9553	n/a	S  1	response
116.8909	1.8181	S 12	stimulus
117.6965	n/a	S  1	response
120.644	3.0191	S  4	stimulus
123.6631	2.0183	S 11	stimulus
125.6814	1.8181	S 12	stimulus
126.7675	n/a	S  2	response
128.3169	1.8181	S 12	stimulus
129.6124	n/a	S  1	response
131.1525	1.8182	S 12	stimulus
131.9998	n/a	S  1	response
135.0223	3.0191	S  4	stimulus
138.0415	2.0183	S 11	stimulus
140.0598	1.8181	S 12	stimulus
140.9058	n/a	S  1	response
143.0955	1.8182	S 12	stimulus
143.9132	n/a	S  2	response
145.9312	1.8182	S 12	stimulus
146.7219	n/a	S  2	response
150.4849	3.0191	S  3	stimulus
153.504	2.0183	S 11	stimulus
155.5223	1.8181	S 12	stimulus
156.1629	n/a	S  1	response
158.1578	1.8181	S 12	stimulus
158.9215	n/a	S  2	response
161.594	1.8182	S 12	stimulus
162.3202	n/a	S  1	response
165.9475	3.0191	S  4	stimulus
168.9666	2.0183	S 11	stimulus
170.9849	1.8182	S 12	stimulus
171.6662	n/a	S  1	response
174.2209	1.8182	S 12	stimulus
175.1098	n/a	S  1	response
177.2567	1.8182	S 12	stimulus
177.9572	n/a	S  2	response
181.9105	10.0082	S 10	stimulus
191.9186	3.0191	S  3	stimulus
194.9378	2.0183	S 11	stimulus
196.9561	1.8182	S 12	stimulus
197.6554	n/a	S  1	response
199.7917	1.8181	S 12	stimulus
200.5229	n/a	S  1	response
203.2278	1.8182	S 12	stimulus
204.0303	n/a	S  1	response
206.9809	3.0191	S  3	stimulus
210	2.0183	S 11	stimulus
212.0183	1.8181	S 12	stimulus
212.855	n/a	S  2	response
215.6546	1.8181	S 12	stimulus
216.3887	n/a	S  2	response
218.2901	1.8181	S 12	stimulus
219.326	n/a	S  2	response
222.2433	3.0191	S  3	stimulus
225.2624	2.0183	S 11	stimulus
227.2807	1.8182	S 12	stimulus
228.1233	n/a	S  1	response
230.3165	1.8181	S 12	stimulus
231.0258	n/a	S  1	response
233.9528	1.8181	S 12	stimulus
234.6869	n/a	S  1	response
238.2063	3.0191	S  4	stimulus
241.2254	2.0183	S 11	stimulus
243.2437	1.8181	S 12	stimulus
244.0691	n/a	S  1	response
246.2795	1.8181	S 12	stimulus
247.534	n/a	S  2	response
249.5155	1.8181	S 12	stimulus
250.3827	n/a	S  1	response
253.9691	3.0024	S  3	stimulus
256.9716	2.0183	S 11	stimulus
258.9899	1.8182	S 12	stimulus
259.5562	n/a	S  2	response
262.2258	1.8182	S 12	stimulus
263.1586	n/a	S  1	response
265.4618	1.8181	S 12	stimulus
266.2547	n/a	S  2	response
269.415	3.0191	S  3	stimulus
272.4342	2.0183	S 11	stimulus
274.4525	1.8181	S 12	stimulus
275.3632	n/a	S  2	response
277.0879	1.8181	S 12	stimulus
277.9944	n/a	S  2	response
280.7242	1.8181	S 12	stimulus
281.8831	n/a	S  2	response
284.6775	3.0024	S  3	stimulus
287.6799	2.0183	S 11	stimulus
289.6982	1.8181	S 12	stimulus
290.8115	n/a	S  2	response
292.5339	1.8181	S 12	stimulus
293.3277	n/a	S  1	response
295.3695	1.8181	S 12	stimulus
296.2576	n/a	S  1	response
299.4228	3.0191	S  4	stimulus
302.4419	2.0183	S 11	stimulus
304.4602	1.8181	S 12	stimulus
305.1674	n/a	S  2	response
307.2959	1.8181	S 12	stimulus
308.2823	n/a	S  1	response
310.1315	1.8181	S 12	stimulus
310.866	n/a	S  2	response
313.6844	3.0191	S  3	stimulus
316.7035	2.0183	S 11	stimulus
318.7218	1.8181	S 12	stimulus
