onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0088	3.0191	S  3	stimulus
3.0279	2.0183	S 11	stimulus
5.0462	1.8181	S 12	stimulus
5.822	n/a	S  1	response
8.2821	1.8181	S 12	stimulus
9.0194	n/a	S  2	response
11.1178	1.8181	S 12	stimulus
11.9093	n/a	S  1	response
14.3704	3.0191	S  4	stimulus
17.3895	2.0183	S 11	stimulus
19.4078	1.8181	S 12	stimulus
20.059	n/a	S  1	response
22.8439	1.8181	S 12	stimulus
24.7375	n/a	S  1	response
25.8797	1.8181	S 12	stimulus
26.5063	n/a	S  2	response
30.35	3.0191	S  3	stimulus
33.3691	2.0183	S 11	stimulus
35.3874	1.8181	S 12	stimulus
36.0771	n/a	S  1	response
38.6233	1.8181	S 12	stimulus
39.352	n/a	S  1	response
42.0594	1.8181	S 12	stimulus
42.8607	n/a	S  2	response
45.7124	3.0191	S  4	stimulus
48.7315	2.0183	S 11	stimulus
50.7498	1.8181	S 12	stimulus
51.6279	n/a	S  1	response
54.386	1.8182	S 12	stimulus
55.1303	n/a	S  1	response
57.0215	1.8181	S 12	stimulus
57.8726	n/a	S  2	response
61.2749	3.0191	S  4	stimulus
64.294	2.0183	S 11	stimulus
66.3123	1.8181	S 12	stimulus
67.1312	n/a	S  2	response
69.7484	1.8181	S 12	stimulus
70.5498	n/a	S  1	response
72.7842	1.8181	S 12	stimulus
73.3459	n/a	S  2	response
76.1369	3.0191	S  4	stimulus
79.156	2.0183	S 11	stimulus
81.1743	1.8181	S 12	stimulus
82.9268	n/a	S  1	response
84.8106	1.8181	S 12	stimulus
85.6155	n/a	S  1	response
88.2467	1.8181	S 12	stimulus
89.0116	n/a	S  1	response
92.0998	3.0191	S  3	stimulus
95.1189	2.0183	S 11	stimulus
97.1372	1.8181	S 12	stimulus
97.8551	n/a	S  1	response
100.7735	1.8181	S 12	stimulus
101.6573	n/a	S  1	response
103.6091	1.8181	S 12	stimulus
104.3873	n/a	S  2	response
107.5623	3.0191	S  4	stimulus
110.5814	2.0183	S 11	stimulus
112.5997	1.8181	S 12	stimulus
113.3108	n/a	S  2	response
115.4353	1.8181	S 12	stimulus
116.2194	n/a	S  1	response
118.0875	1.8181	S 12	stimulus
118.8931	n/a	S  1	response
121.8405	3.0191	S  4	stimulus
124.8596	2.0183	S 11	stimulus
126.8779	1.8181	S 12	stimulus
127.904	n/a	S  1	response
129.53	1.8181	S 12	stimulus
130.4677	n/a	S  1	response
132.5658	1.8181	S 12	stimulus
133.5514	n/a	S  2	response
136.9193	3.0191	S  3	stimulus
139.9385	2.0183	S 11	stimulus
141.9567	1.8181	S 12	stimulus
142.5948	n/a	S  2	response
145.1927	1.8181	S 12	stimulus
146.4283	n/a	S  2	response
148.4286	1.8181	S 12	stimulus
149.0408	n/a	S  2	response
151.9815	3.0191	S  4	stimulus
155.0006	2.0183	S 11	stimulus
157.0189	1.8181	S 12	stimulus
157.9618	n/a	S  1	response
160.2715	1.8181	S 12	stimulus
161.0779	n/a	S  1	response
163.9078	1.8181	S 12	stimulus
164.7564	n/a	S  2	response
167.9611	3.0191	S  3	stimulus
170.9802	2.0183	S 11	stimulus
172.9985	1.8181	S 12	stimulus
173.7349	n/a	S  1	response
176.0343	1.8181	S 12	stimulus
176.8947	n/a	S  2	response
179.4704	1.8181	S 12	stimulus
180.2884	n/a	S  2	response
183.6237	10.0081	S 10	stimulus
193.6318	3.0191	S  3	stimulus
196.6509	2.0183	S 11	stimulus
198.6692	1.8181	S 12	stimulus
199.9865	n/a	S  1	response
201.705	1.8181	S 12	stimulus
202.3414	n/a	S  1	response
204.5406	1.8181	S 12	stimulus
205.545	n/a	S  1	response
209.0943	3.0191	S  4	stimulus
212.1134	2.0183	S 11	stimulus
214.1317	1.8181	S 12	stimulus
214.9297	n/a	S  1	response
217.768	1.8181	S 12	stimulus
218.4534	n/a	S  2	response
220.4034	1.8181	S 12	stimulus
221.012	n/a	S  2	response
224.2565	3.0191	S  3	stimulus
227.2756	2.0183	S 11	stimulus
229.2939	1.8181	S 12	stimulus
230.1929	n/a	S  1	response
231.9294	1.8181	S 12	stimulus
232.7603	n/a	S  1	response
235.3655	1.8181	S 12	stimulus
236.0327	n/a	S  1	response
239.9192	3.0191	S  3	stimulus
242.9383	2.0183	S 11	stimulus
244.9566	1.8181	S 12	stimulus
245.5899	n/a	S  2	response
247.9924	1.8181	S 12	stimulus
248.8022	n/a	S  1	response
251.2283	1.8181	S 12	stimulus
252.1671	n/a	S  1	response
255.3817	3.0191	S  4	stimulus
