onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0177	3.0191	S  4	stimulus
3.0368	2.0183	S 11	stimulus
5.0551	1.8181	S 12	stimulus
6.4788	n/a	S  2	response
8.0909	1.8181	S 12	stimulus
9.01	n/a	S  1	response
10.7264	1.8181	S 12	stimulus
11.94	n/a	S  2	response
15.2634	3.0191	S  4	stimulus
18.2825	2.0183	S 11	stimulus
20.3008	1.8181	S 12	stimulus
21.7934	n/a	S  1	response
23.937	1.8181	S 12	stimulus
25.007	n/a	S  1	response
26.7727	1.8181	S 12	stimulus
27.7868	n/a	S  2	response
29.9419	3.0191	S  3	stimulus
32.961	2.0183	S 11	stimulus
34.9793	1.8181	S 12	stimulus
36.4066	n/a	S  2	response
38.0151	1.8181	S 12	stimulus
39.0627	n/a	S  1	response
41.668	1.8181	S 12	stimulus
42.6014	n/a	S  1	response
44.9207	3.0191	S  4	stimulus
47.9398	2.0183	S 11	stimulus
49.9581	1.8181	S 12	stimulus
51.2985	n/a	S  2	response
53.194	1.8181	S 12	stimulus
54.321	n/a	S  1	response
56.0296	1.8181	S 12	stimulus
56.9695	n/a	S  2	response
59.3823	3.0191	S  3	stimulus
62.4014	2.0183	S 11	stimulus
64.4197	1.8181	S 12	stimulus
65.5693	n/a	S  2	response
68.056	1.8181	S 12	stimulus
68.9829	n/a	S  1	response
71.4921	1.8181	S 12	stimulus
73.0978	n/a	S  1	response
75.3285	3.0191	S  3	stimulus
78.3477	2.0183	S 11	stimulus
80.3659	1.8181	S 12	stimulus
81.515	n/a	S  2	response
83.8021	1.8181	S 12	stimulus
85.2061	n/a	S  2	response
86.4375	1.8181	S 12	stimulus
87.1186	n/a	S  1	response
90.8911	3.0024	S  3	stimulus
93.9102	2.0183	S 11	stimulus
95.9285	1.8181	S 12	stimulus
96.942	n/a	S  2	response
99.3813	1.8181	S 12	stimulus
100.3782	n/a	S  2	response
102.4171	1.8181	S 12	stimulus
103.2992	n/a	S  2	response
106.5704	3.0191	S  3	stimulus
109.5895	2.0183	S 11	stimulus
111.6078	1.8181	S 12	stimulus
113.0501	n/a	S  1	response
114.4435	1.8181	S 12	stimulus
115.4612	n/a	S  2	response
117.6794	1.8181	S 12	stimulus
118.6425	n/a	S  2	response
121.5325	3.0191	S  3	stimulus
124.5516	2.0183	S 11	stimulus
126.5699	1.8181	S 12	stimulus
127.5034	n/a	S  2	response
129.2054	1.8181	S 12	stimulus
130.0246	n/a	S  1	response
132.8416	1.8181	S 12	stimulus
133.7281	n/a	S  1	response
137.0951	3.0191	S  4	stimulus
140.1142	2.0183	S 11	stimulus
142.1325	1.8181	S 12	stimulus
143.0542	n/a	S  2	response
144.7679	1.8181	S 12	stimulus
145.9715	n/a	S  2	response
147.6036	1.8181	S 12	stimulus
148.8577	n/a	S  1	response
152.0572	3.0191	S  3	stimulus
155.0763	2.0183	S 11	stimulus
157.0946	1.8181	S 12	stimulus
158.1711	n/a	S  1	response
159.9302	1.8181	S 12	stimulus
160.6148	n/a	S  2	response
163.3663	1.8181	S 12	stimulus
