onset	duration	event_type	trial_type
15.884	n/a	S  4	stimulus
16.988	n/a	S  3	response
17.917	n/a	S  4	stimulus
18.828	n/a	S  2	response
19.967	n/a	S  4	stimulus
20.844	n/a	S  3	response
23.05	n/a	S  5	stimulus
24.252	n/a	S  1	response
25.133	n/a	S  5	stimulus
25.828	n/a	S  2	response
27.2	n/a	S  5	stimulus
27.876	n/a	S  2	response
29.533	n/a	S  5	stimulus
30.14	n/a	S  3	response
32.283	n/a	S  4	stimulus
33.148	n/a	S  2	response
36.617	n/a	S  4	stimulus
37.7	n/a	S  2	response
38.816	n/a	S  4	stimulus
39.564	n/a	S  3	response
40.866	n/a	S  5	stimulus
42.028	n/a	S  1	response
43.65	n/a	S  5	stimulus
44.452	n/a	S  2	response
45.966	n/a	S  4	stimulus
46.748	n/a	S  3	response
48.7	n/a	S  4	stimulus
49.844	n/a	S  1	response
51.133	n/a	S  4	stimulus
52.156	n/a	S  1	response
54.433	n/a	S  4	stimulus
55.708	n/a	S  2	response
56.483	n/a	S  5	stimulus
57.396	n/a	S  1	response
58.716	n/a	S  4	stimulus
59.724	n/a	S  1	response
61.033	n/a	S  4	stimulus
61.844	n/a	S  2	response
65.716	n/a	S  5	stimulus
66.652	n/a	S  2	response
68.082	n/a	S  5	stimulus
68.724	n/a	S  2	response
70.282	n/a	S  5	stimulus
71.164	n/a	S  3	response
72.482	n/a	S  5	stimulus
73.06	n/a	S  3	response
74.599	n/a	S  4	stimulus
75.5	n/a	S  3	response
77.682	n/a	S  5	stimulus
78.612	n/a	S  1	response
79.782	n/a	S  5	stimulus
80.452	n/a	S  1	response
81.932	n/a	S  5	stimulus
82.596	n/a	S  3	response
84.565	n/a	S  5	stimulus
85.276	n/a	S  1	response
90.848	n/a	S  4	stimulus
91.676	n/a	S  3	response
93.332	n/a	S  4	stimulus
94.171	n/a	S  1	response
95.748	n/a	S  4	stimulus
96.515	n/a	S  1	response
97.915	n/a	S  4	stimulus
98.763	n/a	S  2	response
100.098	n/a	S  5	stimulus
100.923	n/a	S  1	response
102.132	n/a	S  4	stimulus
102.947	n/a	S  2	response
104.781	n/a	S  4	stimulus
105.899	n/a	S  1	response
106.915	n/a	S  5	stimulus
107.771	n/a	S  2	response
109.681	n/a	S  4	stimulus
110.595	n/a	S  3	response
111.848	n/a	S  5	stimulus
112.819	n/a	S  3	response
114.098	n/a	S  5	stimulus
114.875	n/a	S  2	response
116.314	n/a	S  5	stimulus
117.059	n/a	S  3	response
118.448	n/a	S  4	stimulus
119.307	n/a	S  3	response
120.981	n/a	S 10	n/a
131.014	n/a	S  5	stimulus
132.003	n/a	S  1	response
136.247	n/a	S  4	stimulus
137.275	n/a	S  2	response
139.181	n/a	S  4	stimulus
140.131	n/a	S  1	response
141.364	n/a	S  4	stimulus
142.043	n/a	S  1	response
143.53	n/a	S  4	stimulus
144.387	n/a	S  3	response
146.147	n/a	S  5	stimulus
146.811	n/a	S  1	response
148.397	n/a	S  4	stimulus
149.163	n/a	S  2	response
150.914	n/a	S  4	stimulus
151.771	n/a	S  1	response
158.997	n/a	S  5	stimulus
159.843	n/a	S  2	response
161.847	n/a	S  5	stimulus
162.483	n/a	S  2	response
164.047	n/a	S  5	stimulus
164.723	n/a	S  3	response
167.247	n/a	S  5	stimulus
167.899	n/a	S  1	response
171.213	n/a	S  4	stimulus
172.099	n/a	S  3	response
173.446	n/a	S  4	stimulus
174.299	n/a	S  3	response
175.513	n/a	S  4	stimulus
176.443	n/a	S  2	response
180.23	n/a	S  5	stimulus
