onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0091	3.0191	S  4	stimulus
3.0283	2.0183	S 11	stimulus
5.0466	1.8181	S 12	stimulus
6.502	n/a	S  1	response
7.8822	1.8181	S 12	stimulus
8.672	n/a	S  2	response
10.7179	1.8182	S 12	stimulus
11.8869	n/a	S  1	response
15.1715	3.0191	S  3	stimulus
18.1906	2.0183	S 11	stimulus
20.2089	1.8181	S 12	stimulus
21.4141	n/a	S  1	response
23.8452	1.8181	S 12	stimulus
24.7128	n/a	S  2	response
26.4807	1.8181	S 12	stimulus
27.5502	n/a	S  1	response
30.0336	3.0191	S  3	stimulus
33.0527	2.0183	S 11	stimulus
35.071	1.8181	S 12	stimulus
36.0124	n/a	S  1	response
38.5238	1.8181	S 12	stimulus
39.8336	n/a	S  1	response
41.1593	1.8181	S 12	stimulus
42.0935	n/a	S  2	response
45.5128	3.0191	S  3	stimulus
48.532	2.0183	S 11	stimulus
50.5503	1.8181	S 12	stimulus
51.612	n/a	S  2	response
53.9864	1.8181	S 12	stimulus
55.0095	n/a	S  2	response
57.0222	1.8181	S 12	stimulus
57.9531	n/a	S  2	response
60.9754	3.0191	S  3	stimulus
63.9946	2.0183	S 11	stimulus
66.0129	1.8182	S 12	stimulus
67.0141	n/a	S  1	response
69.0487	1.8181	S 12	stimulus
70.0927	n/a	S  1	response
72.0845	1.8181	S 12	stimulus
73.1026	n/a	S  1	response
76.3379	3.0191	S  4	stimulus
79.357	2.0183	S 11	stimulus
81.3754	1.8181	S 12	stimulus
82.6461	n/a	S  2	response
85.0117	1.8181	S 12	stimulus
85.9873	n/a	S  2	response
88.2476	1.8181	S 12	stimulus
90.0972	n/a	S  1	response
92.0007	3.0191	S  4	stimulus
95.0198	2.0183	S 11	stimulus
97.0381	1.8181	S 12	stimulus
98.1694	n/a	S  1	response
99.6736	1.8181	S 12	stimulus
101.2718	n/a	S  1	response
103.1097	1.8182	S 12	stimulus
104.1805	n/a	S  2	response
106.5625	3.0191	S  3	stimulus
109.5816	2.0183	S 11	stimulus
111.5999	1.8182	S 12	stimulus
112.634	n/a	S  2	response
114.6358	1.8181	S 12	stimulus
116.0877	n/a	S  2	response
118.2721	1.8182	S 12	stimulus
119.6925	n/a	S  2	response
122.342	3.0191	S  4	stimulus
125.3612	2.0183	S 11	stimulus
127.3795	1.8181	S 12	stimulus
128.5923	n/a	S  2	response
131.0158	1.8181	S 12	stimulus
132.4597	n/a	S  2	response
133.8514	1.8181	S 12	stimulus
135.3571	n/a	S  2	response
138.1049	3.0191	S  4	stimulus
141.124	2.0183	S 11	stimulus
143.1423	1.8182	S 12	stimulus
144.3906	n/a	S  1	response
146.1781	1.8181	S 12	stimulus
147.2631	n/a	S  2	response
149.8144	1.8181	S 12	stimulus
151.8142	n/a	S  2	response
154.268	3.0191	S  3	stimulus
157.2871	2.0183	S 11	stimulus
159.3054	1.8181	S 12	stimulus
160.6339	n/a	S  1	response
162.3413	1.8181	S 12	stimulus
163.6638	n/a	S  1	response
165.1769	1.8182	S 12	stimulus
166.0862	n/a	S  2	response
168.9299	3.0191	S  3	stimulus
171.9491	2.0183	S 11	stimulus
173.9674	1.8181	S 12	stimulus
175.2722	n/a	S  1	response
177.6037	1.8182	S 12	stimulus
178.3397	n/a	S  2	response
180.2391	1.8182	S 12	stimulus
181.2733	n/a	S  1	response
184.7929	10.0081	S 10	stimulus
194.8177	3.0191	S  4	stimulus
197.8368	2.0183	S 11	stimulus
199.8551	1.8182	S 12	stimulus
200.9689	n/a	S  2	response
203.4914	1.8181	S 12	stimulus
204.5102	n/a	S  2	response
206.1269	1.8181	S 12	stimulus
208.8388	n/a	S  1	response
210.2803	3.0191	S  4	stimulus
213.2994	2.0183	S 11	stimulus
215.3177	1.8182	S 12	stimulus
217.8511	n/a	S  1	response
218.1533	1.8181	S 12	stimulus
219.7211	n/a	S  1	response
221.1891	1.8182	S 12	stimulus
222.2084	n/a	S  1	response
224.9422	3.0191	S  3	stimulus
227.9613	2.0183	S 11	stimulus
229.9796	1.8182	S 12	stimulus
230.9644	n/a	S  1	response
232.8153	1.8181	S 12	stimulus
233.6956	n/a	S  1	response
236.4516	1.8181	S 12	stimulus
237.3367	n/a	S  1	response
240.1045	3.0191	S  4	stimulus
243.1237	2.0183	S 11	stimulus
245.142	1.8182	S 12	stimulus
246.4552	n/a	S  2	response
248.3779	1.8181	S 12	stimulus
249.6364	n/a	S  2	response
251.8141	1.8181	S 12	stimulus
252.6288	n/a	S  2	response
255.2669	3.0191	S  4	stimulus
258.286	2.0183	S 11	stimulus
260.3043	1.8181	S 12	stimulus
262.5748	n/a	S  2	response
263.3401	1.8181	S 12	stimulus
265.7372	n/a	S  1	response
266.7762	1.8182	S 12	stimulus
267.8284	n/a	S  1	response
270.9296	3.0191	S  3	stimulus
273.9487	2.0183	S 11	stimulus
275.9671	1.818	S 12	stimulus
276.7531	n/a	S  2	response
279.0029	1.8182	S 12	stimulus
280.7843	n/a	S  1	response
282.4557	1.8181	S 12	stimulus
283.4617	n/a	S  2	response
286.3088	3.0191	S  3	stimulus
289.3279	2.0183	S 11	stimulus
291.3462	1.8181	S 12	stimulus
292.3539	n/a	S  1	response
293.9817	1.818	S 12	stimulus
295.1176	n/a	S  1	response
297.4178	1.8182	S 12	stimulus
298.195	n/a	S  1	response
301.271	3.0191	S  4	stimulus
304.2901	2.0183	S 11	stimulus
306.3084	1.8182	S 12	stimulus
308.6497	n/a	S  1	response
308.9439	1.8181	S 12	stimulus
309.8984	n/a	S  1	response
312.5802	1.8181	S 12	stimulus
313.5071	n/a	S  1	response
315.8495	3.0024	S  4	stimulus
318.8686	2.0183	S 11	stimulus
320.8869	1.8181	S 12	stimulus
321.9768	n/a	S  1	response
324.1229	1.8181	S 12	stimulus
326.2655	n/a	S  2	response
326.9586	1.8181	S 12	stimulus
328.0316	n/a	S  2	response
331.1119	3.0191	S  3	stimulus
334.1311	2.0183	S 11	stimulus
336.1494	1.8182	S 12	stimulus
337.5201	n/a	S  2	response
338.7848	1.8181	S 12	stimulus
339.8826	n/a	S  2	response
341.4203	1.8181	S 12	stimulus
342.23	n/a	S  2	response
344.7731	3.0191	S  3	stimulus
347.7922	2.0183	S 11	stimulus
349.8105	1.8181	S 12	stimulus
350.8798	n/a	S  2	response
352.6461	1.8181	S 12	stimulus
353.6797	n/a	S  1	response
355.6819	1.8181	S 12	stimulus
356.7858	n/a	S  1	response
359.435	3.0191	S  4	stimulus
362.4541	2.0183	S 11	stimulus
364.4724	1.8181	S 12	stimulus
366.1518	n/a	S  1	response
367.9085	1.8181	S 12	stimulus
369.3055	n/a	S  1	response
371.1445	1.8181	S 12	stimulus
372.9504	n/a	S  1	response
375.1978	10.0081	S 10	stimulus
