onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0137	1.0175	S  4	stimulus
2.0257	n/a	S  1	response
2.449	1.0175	S  4	stimulus
3.4868	n/a	S  3	response
4.8342	1.0175	S  5	stimulus
5.3842	n/a	S  1	response
8.1369	1.0175	S  5	stimulus
8.8866	n/a	S  1	response
11.1894	1.0175	S  5	stimulus
11.8553	n/a	S  2	response
13.2577	1.0175	S  5	stimulus
13.7015	n/a	S  3	response
15.6263	1.0175	S  4	stimulus
16.28	n/a	S  2	response
17.9615	1.0175	S  4	stimulus
18.7489	n/a	S  3	response
22.5652	1.0175	S  4	stimulus
23.4036	n/a	S  3	response
25.0672	1.0175	S  5	stimulus
25.8073	n/a	S  1	response
27.269	1.0175	S  4	stimulus
28.5309	n/a	S  1	response
30.1046	1.0175	S  4	stimulus
30.8634	n/a	S  3	response
32.8902	1.0175	S  4	stimulus
33.772	n/a	S  1	response
35.3589	1.0175	S  4	stimulus
36.1095	n/a	S  3	response
38.4447	1.0175	S  5	stimulus
39.3518	n/a	S  2	response
40.8633	1.0175	S  5	stimulus
41.5417	n/a	S  2	response
42.9817	1.0175	S  5	stimulus
43.6504	n/a	S  3	response
45.9174	1.0175	S  5	stimulus
46.6879	n/a	S  2	response
48.286	1.0175	S  4	stimulus
49.6251	n/a	S  2	response
53.9906	1.0175	S  5	stimulus
54.845	n/a	S  3	response
56.1924	1.0175	S  5	stimulus
56.8513	n/a	S  1	response
59.1781	1.0175	S  5	stimulus
59.7261	n/a	S  1	response
61.4466	1.0175	S  5	stimulus
62.1435	n/a	S  3	response
63.8319	1.0175	S  4	stimulus
65.0734	n/a	S  1	response
66.2338	1.0175	S  5	stimulus
67.0309	n/a	S  2	response
68.5023	1.0175	S  5	stimulus
69.1183	n/a	S  3	response
71.1545	1.0175	S  5	stimulus
71.7844	n/a	S  3	response
73.3729	1.0175	S  5	stimulus
74.0656	n/a	S  2	response
78.7439	1.0175	S  4	stimulus
79.8392	n/a	S  3	response
81.2126	1.0174	S  4	stimulus
81.7491	n/a	S  3	response
83.5144	1.0175	S  4	stimulus
84.504	n/a	S  1	response
85.6995	1.0175	S  5	stimulus
86.2964	n/a	S  3	response
87.7512	1.0175	S  5	stimulus
88.3401	n/a	S  1	response
89.8028	1.0175	S  4	stimulus
90.6776	n/a	S  2	response
91.8712	1.0175	S  4	stimulus
92.7362	n/a	S  1	response
94.0063	1.0175	S  4	stimulus
95.3149	n/a	S  3	response
96.208	1.0175	S  4	stimulus
96.7648	n/a	S  3	response
99.027	1.0175	S  5	stimulus
99.5747	n/a	S  1	response
101.4122	1.0175	S  4	stimulus
102.2621	n/a	S  1	response
