onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0118	1.0175	S  4	stimulus
1.204	n/a	S  1	response
2.0468	1.0175	S  4	stimulus
3.1565	n/a	S  2	response
4.0984	1.0175	S  4	stimulus
5.1052	n/a	S  3	response
7.1843	1.0175	S  5	stimulus
7.8326	n/a	S  1	response
9.2526	1.0175	S  5	stimulus
9.8288	n/a	S  1	response
11.3209	1.0176	S  5	stimulus
11.9475	n/a	S  3	response
13.6562	1.0175	S  5	stimulus
14.2862	n/a	S  2	response
16.4085	1.0175	S  4	stimulus
17.3073	n/a	S  2	response
20.7454	1.0175	S  4	stimulus
21.6735	n/a	S  2	response
22.9305	1.0175	S  4	stimulus
23.6997	n/a	S  3	response
24.9822	1.0175	S  5	stimulus
25.5772	n/a	S  3	response
27.7678	1.0175	S  5	stimulus
28.3309	n/a	S  1	response
30.0863	1.0175	S  4	stimulus
31.002	n/a	S  1	response
32.8052	1.0175	S  4	stimulus
33.8219	n/a	S  3	response
35.2405	1.0175	S  4	stimulus
36.3218	n/a	S  1	response
38.5432	1.0175	S  4	stimulus
39.3418	n/a	S  1	response
40.5949	1.0175	S  5	stimulus
41.2342	n/a	S  2	response
42.8301	1.0175	S  4	stimulus
43.6242	n/a	S  3	response
45.1486	1.0175	S  4	stimulus
46.1904	n/a	S  2	response
49.8358	1.0175	S  5	stimulus
50.4915	n/a	S  2	response
52.1877	1.0175	S  5	stimulus
52.8214	n/a	S  1	response
54.3895	1.0175	S  5	stimulus
55.0552	n/a	S  3	response
56.5913	1.0175	S  5	stimulus
57.1838	n/a	S  1	response
58.7097	1.0175	S  4	stimulus
59.5638	n/a	S  3	response
61.7956	1.0175	S  5	stimulus
62.3712	n/a	S  1	response
63.8806	1.0175	S  5	stimulus
64.4636	n/a	S  3	response
66.0157	1.0175	S  5	stimulus
66.5924	n/a	S  3	response
68.6512	1.0175	S  5	stimulus
69.256	n/a	S  1	response
74.9229	1.0175	S  4	stimulus
75.8271	n/a	S  3	response
77.4083	1.0175	S  4	stimulus
78.4133	n/a	S  2	response
79.8103	1.0175	S  4	stimulus
80.6395	n/a	S  1	response
81.9787	1.0175	S  4	stimulus
82.7919	n/a	S  3	response
84.1638	1.0175	S  5	stimulus
84.7944	n/a	S  2	response
86.1988	1.0175	S  4	stimulus
87.2543	n/a	S  2	response
88.8343	1.0175	S  4	stimulus
89.6918	n/a	S  3	response
90.9527	1.0175	S  5	stimulus
91.518	n/a	S  3	response
93.6883	1.0175	S  4	stimulus
94.4317	n/a	S  3	response
95.8567	1.0175	S  5	stimulus
96.5441	n/a	S  2	response
98.0919	1.0175	S  5	stimulus
98.7428	n/a	S  2	response
100.2937	1.0175	S  5	stimulus
100.9202	n/a	S  3	response
102.4288	1.0175	S  4	stimulus
103.4502	n/a	S  1	response
104.9642	n/a	S 10	stimulus
114.9723	1.0175	S  5	stimulus
115.7987	n/a	S  2	response
120.1933	1.0175	S  4	stimulus
121.0535	n/a	S  2	response
123.129	1.0175	S  4	stimulus
124.0309	n/a	S  1	response
125.3141	1.0175	S  4	stimulus
126.6121	n/a	S  3	response
127.4825	1.0175	S  4	stimulus
128.2521	n/a	S  1	response
130.1014	1.0175	S  5	stimulus
130.8083	n/a	S  3	response
132.3532	1.0175	S  4	stimulus
133.1032	n/a	S  1	response
134.8552	1.0175	S  4	stimulus
135.6331	n/a	S  3	response
142.9285	1.0175	S  5	stimulus
143.5767	n/a	S  1	response
145.7808	1.0175	S  5	stimulus
146.3366	n/a	S  1	response
147.9826	1.0175	S  5	stimulus
148.5953	n/a	S  3	response
151.1686	1.0175	S  5	stimulus
