onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0155	1.0175	S  4	stimulus
2.3645	n/a	S  1	response
2.6677	1.0175	S  4	stimulus
3.917	n/a	S  2	response
5.4032	1.0175	S  5	stimulus
6.5082	n/a	S  3	response
7.6717	1.0175	S  5	stimulus
8.3544	n/a	S  1	response
10.2404	1.0175	S  5	stimulus
10.9617	n/a	S  2	response
12.4923	1.0175	S  5	stimulus
13.0092	n/a	S  1	response
14.5272	1.0175	S  4	stimulus
15.6754	n/a	S  2	response
17.4129	1.0174	S  4	stimulus
18.6428	n/a	S  2	response
22.5671	1.0175	S  4	stimulus
23.91	n/a	S  3	response
24.8856	1.0175	S  4	stimulus
26.1612	n/a	S  2	response
28.0882	1.0175	S  5	stimulus
29.0825	n/a	S  3	response
30.9405	1.0175	S  5	stimulus
31.4523	n/a	S  3	response
33.8762	1.0175	S  4	stimulus
35.4922	n/a	S  2	response
36.0279	1.0175	S  4	stimulus
37.0971	n/a	S  3	response
38.3798	1.0175	S  4	stimulus
39.5558	n/a	S  2	response
40.5816	1.0175	S  4	stimulus
41.4045	n/a	S  1	response
42.8501	1.0175	S  5	stimulus
43.8144	n/a	S  2	response
45.4522	1.0175	S  5	stimulus
46.0868	n/a	S  1	response
48.0376	1.0175	S  5	stimulus
48.913	n/a	S  3	response
53.2251	1.0175	S  4	stimulus
54.6065	n/a	S  2	response
56.1775	1.0175	S  5	stimulus
56.8814	n/a	S  1	response
58.396	1.0175	S  5	stimulus
59.0401	n/a	S  2	response
60.4977	1.0175	S  5	stimulus
61.1038	n/a	S  2	response
62.7662	1.0175	S  5	stimulus
63.63	n/a	S  3	response
65.0514	1.0175	S  4	stimulus
66.0999	n/a	S  1	response
67.5367	1.0175	S  4	stimulus
68.8223	n/a	S  2	response
70.0387	1.0175	S  5	stimulus
70.6685	n/a	S  1	response
72.3239	1.0175	S  5	stimulus
72.8672	n/a	S  2	response
79.5798	1.0175	S  4	stimulus
80.6281	n/a	S  1	response
81.9817	1.0175	S  4	stimulus
83.0243	n/a	S  2	response
84.2669	1.0175	S  4	stimulus
85.7843	n/a	S  3	response
86.4353	1.0175	S  4	stimulus
87.1929	n/a	S  3	response
88.904	1.0175	S  5	stimulus
