onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0037	1.0175	S  4	stimulus
2.0888	1.0175	S  4	stimulus
2.3741	n/a	S  2	response
4.3906	1.0175	S  4	stimulus
5.909	n/a	S  1	response
7.6766	1.0175	S  5	stimulus
8.7889	n/a	S  1	response
10.1286	1.0175	S  5	stimulus
10.8251	n/a	S  2	response
12.8642	1.0175	S  5	stimulus
13.5763	n/a	S  1	response
15.1327	1.0175	S  5	stimulus
15.7937	n/a	S  1	response
17.7181	1.0175	S  4	stimulus
19.3623	n/a	S  2	response
23.2226	1.0175	S  4	stimulus
23.236	n/a	S  3	response
25.4411	1.0175	S  4	stimulus
26.7185	n/a	S  1	response
28.3101	1.0175	S  5	stimulus
29.2896	n/a	S  3	response
30.612	1.0175	S  5	stimulus
31.3983	n/a	S  2	response
33.481	1.0175	S  4	stimulus
34.6695	n/a	S  3	response
35.933	1.0175	S  4	stimulus
37.1306	n/a	S  3	response
38.5851	1.0175	S  4	stimulus
39.5793	n/a	S  1	response
40.7369	1.0175	S  4	stimulus
41.8455	n/a	S  3	response
42.8219	1.0175	S  5	stimulus
44.5754	n/a	S  2	response
44.9903	1.0175	S  4	stimulus
46.0016	n/a	S  1	response
47.1921	1.0175	S  4	stimulus
47.989	n/a	S  1	response
52.1128	1.0175	S  5	stimulus
53.0989	n/a	S  1	response
54.3146	1.0175	S  5	stimulus
55.1776	n/a	S  2	response
57.0335	1.0175	S  5	stimulus
57.8025	n/a	S  2	response
59.4354	1.0175	S  5	stimulus
60.1975	n/a	S  1	response
61.6873	1.0175	S  4	stimulus
62.7786	n/a	S  2	response
63.8223	1.0175	S  5	stimulus
64.6948	n/a	S  3	response
66.0742	1.0175	S  5	stimulus
66.7348	n/a	S  1	response
68.1258	1.0175	S  5	stimulus
69.2522	n/a	S  3	response
70.361	1.0175	S  5	stimulus
71.3734	n/a	S  3	response
75.6653	1.0175	S  4	stimulus
77.0182	n/a	S  2	response
78.1507	1.0175	S  4	stimulus
79.2644	n/a	S  3	response
80.2023	1.0175	S  4	stimulus
81.0981	n/a	S  3	response
82.3708	1.0175	S  5	stimulus
83.2806	n/a	S  2	response
85.0396	1.0175	S  4	stimulus
85.7292	n/a	S  1	response
87.7752	1.0175	S  4	stimulus
88.6354	n/a	S  3	response
89.8268	1.0175	S  4	stimulus
90.7441	n/a	S  1	response
91.8952	1.0175	S  4	stimulus
92.9066	n/a	S  3	response
