onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.0043	1.0175	S  5	stimulus
1.1525	n/a	S  3	response
2.4563	1.0175	S  5	stimulus
3.3537	n/a	S  2	response
4.9916	1.0176	S  4	stimulus
6.2586	n/a	S  1	response
7.7273	1.0175	S  4	stimulus
8.7536	n/a	S  2	response
10.5296	1.0175	S  4	stimulus
11.3597	n/a	S  1	response
12.8481	1.0175	S  4	stimulus
13.8096	n/a	S  2	response
15.1333	1.0175	S  5	stimulus
15.8571	n/a	S  1	response
17.4519	1.0175	S  5	stimulus
18.1758	n/a	S  1	response
22.7896	1.0175	S  5	stimulus
23.5718	n/a	S  2	response
25.1081	1.0175	S  4	stimulus
25.873	n/a	S  2	response
28.0438	1.0175	S  5	stimulus
28.9842	n/a	S  3	response
31.2464	1.0175	S  5	stimulus
32.0503	n/a	S  3	response
33.4316	1.0175	S  5	stimulus
34.1267	n/a	S  2	response
36.7509	1.0175	S  5	stimulus
37.424	n/a	S  1	response
39.3697	1.0175	S  4	stimulus
40.3439	n/a	S  3	response
41.6382	1.0175	S  4	stimulus
42.4214	n/a	S  1	response
43.9234	1.0175	S  4	stimulus
44.6812	n/a	S  1	response
46.709	1.0175	S  4	stimulus
47.7387	n/a	S  3	response
49.1944	1.0175	S  5	stimulus
49.8872	n/a	S  2	response
54.0984	1.0175	S  4	stimulus
55.0684	n/a	S  1	response
56.6338	1.0175	S  4	stimulus
57.9173	n/a	S  2	response
58.7021	1.0175	S  4	stimulus
59.7496	n/a	S  3	response
60.7871	1.0175	S  4	stimulus
61.9433	n/a	S  3	response
63.506	1.0175	S  5	stimulus
64.1245	n/a	S  2	response
66.0081	1.0175	S  4	stimulus
66.8406	n/a	S  1	response
68.1765	1.0175	S  4	stimulus
69.0055	n/a	S  2	response
70.4115	1.0176	S  4	stimulus
71.2005	n/a	S  1	response
72.4965	1.0176	S  4	stimulus
73.2567	n/a	S  3	response
77.3506	1.0175	S  5	stimulus
78.059	n/a	S  1	response
79.7025	1.0175	S  5	stimulus
80.4879	n/a	S  3	response
