onset	duration	event_type	trial_type
0	n/a	start_pulse	stimulus
0.8899	3.0191	S  3	stimulus
3.909	2.0183	S 11	stimulus
5.9273	1.8181	S 12	stimulus
8.2946	n/a	S  1	response
9.1633	1.8181	S 12	stimulus
10.3233	n/a	S  1	response
11.9989	1.8182	S 12	stimulus
12.9169	n/a	S  1	response
16.4526	3.0191	S  4	stimulus
19.4717	2.0183	S 11	stimulus
21.49	1.8181	S 12	stimulus
23.6767	n/a	S  2	response
24.1255	1.8181	S 12	stimulus
25.1378	n/a	S  2	response
27.7618	1.8181	S 12	stimulus
28.8515	n/a	S  1	response
31.8151	3.0191	S  3	stimulus
34.8342	2.0183	S 11	stimulus
36.8525	1.8182	S 12	stimulus
37.8287	n/a	S  1	response
39.488	1.8181	S 12	stimulus
40.4762	n/a	S  1	response
42.1235	1.8181	S 12	stimulus
42.7699	n/a	S  1	response
46.2768	3.0191	S  3	stimulus
49.296	2.0183	S 11	stimulus
51.3143	1.8181	S 12	stimulus
52.1821	n/a	S  2	response
54.7504	1.8181	S 12	stimulus
55.3158	n/a	S  2	response
57.7862	1.8182	S 12	stimulus
58.6419	n/a	S  2	response
61.7394	3.0191	S  3	stimulus
64.7585	2.0183	S 11	stimulus
66.7769	1.8182	S 12	stimulus
67.5467	n/a	S  2	response
70.4131	1.8181	S 12	stimulus
71.044	n/a	S  1	response
73.0486	1.8181	S 12	stimulus
74.0015	n/a	S  1	response
77.0018	3.0191	S  4	stimulus
80.021	2.0183	S 11	stimulus
82.0393	1.8181	S 12	stimulus
82.9987	n/a	S  2	response
84.8749	1.8181	S 12	stimulus
85.7212	n/a	S  2	response
87.5104	1.8182	S 12	stimulus
88.2736	n/a	S  1	response
91.5637	3.0191	S  3	stimulus
94.5828	2.0183	S 11	stimulus
96.6011	1.8182	S 12	stimulus
97.4808	n/a	S  1	response
99.8371	1.8182	S 12	stimulus
100.3695	n/a	S  2	response
102.6894	1.8182	S 12	stimulus
103.4356	n/a	S  1	response
107.1431	3.0191	S  3	stimulus
110.1622	2.0183	S 11	stimulus
112.1805	1.8181	S 12	stimulus
112.9042	n/a	S  2	response
114.816	1.8181	S 12	stimulus
115.6128	n/a	S  2	response
117.6516	1.8182	S 12	stimulus
118.3377	n/a	S  2	response
122.0051	3.0191	S  3	stimulus
125.0243	2.0183	S 11	stimulus
127.0426	1.8181	S 12	stimulus
127.6862	n/a	S  2	response
130.4787	1.8181	S 12	stimulus
131.2111	n/a	S  2	response
133.3143	1.8181	S 12	stimulus
133.9998	n/a	S  1	response
137.4844	3.0191	S  3	stimulus
140.5035	2.0183	S 11	stimulus
142.5218	1.8181	S 12	stimulus
143.3808	n/a	S  1	response
145.958	1.8181	S 12	stimulus
146.6882	n/a	S  1	response
149.5943	1.8181	S 12	stimulus
150.3343	n/a	S  2	response
152.8469	3.0191	S  4	stimulus
155.866	2.0183	S 11	stimulus
157.8843	1.8182	S 12	stimulus
158.7278	n/a	S  1	response
160.72	1.8181	S 12	stimulus
161.4065	n/a	S  2	response
163.9559	1.8181	S 12	stimulus
164.9552	n/a	S  2	response
168.1093	3.0191	S  4	stimulus
